"","Sub","Con","Pred","Cat_n","Choice","RT","Conf","Want2See","MotCon"
"1072","108","Coop","0",60,1,1.0581,5,0,FALSE
"1073","108","Coop","1",60,1,0.9166,5,1,TRUE
"1074","108","Coop","0",50,0,2.1249,2,0,TRUE
"1075","108","Coop","0",60,1,0.7201,5,0,FALSE
"1076","108","Coop","0",65,1,0.735,5,0,FALSE
"1077","108","Coop","0",55,1,0.9098,5,0,FALSE
"1078","108","Coop","0",60,1,1.9698,3,0,FALSE
"1079","108","Coop","0",0,0,0.6998,5,0,TRUE
"1080","108","Coop","0",40,0,1.2619,3,0,TRUE
"1081","108","Comp","0",40,0,1.7347,2,1,FALSE
"1082","108","Comp","1",55,1,1.2802,4,0,FALSE
"1083","108","Comp","0",50,0,2.2689,2,1,FALSE
"1084","108","Comp","0",60,1,0.8358,5,1,TRUE
"1085","108","Comp","0",65,1,0.8448,5,1,TRUE
"1086","108","Comp","1",45,0,2.6511,4,0,TRUE
"1087","108","Comp","1",60,1,1.312,4,0,FALSE
"1088","108","Comp","1",35,0,0.6875,5,0,TRUE
"1089","108","Comp","0",55,1,1.5745,3,1,TRUE
"1090","108","Comp","0",60,1,0.6475,5,1,TRUE
"1091","108","Comp","0",45,0,2.6257,3,1,FALSE
"1092","108","Comp","1",65,1,0.7902,5,0,FALSE
"1093","108","Comp","1",55,1,1.0639,4,0,FALSE
"1094","108","Comp","1",35,0,0.6644,4,0,TRUE
"1095","108","Comp","1",45,0,2.2416,3,0,TRUE
"1096","108","Comp","1",60,1,1.1555,5,0,FALSE
"1097","108","Comp","1",50,1,0.8565,5,0,FALSE
"1098","108","Comp","0",40,0,1.8017,4,1,FALSE
"1099","108","Comp","0",40,0,3.0902,2,1,FALSE
"1100","108","Comp","1",0,0,0.7476,5,0,TRUE
"1101","108","Comp","1",55,1,0.9981,5,0,FALSE
"1102","108","Comp","0",55,1,0.8353,5,1,TRUE
"1103","108","Comp","1",65,1,1.8617,5,0,FALSE
"1104","108","Comp","0",45,1,2.2756,3,1,TRUE
"1105","108","Comp","1",45,1,1.196,3,0,FALSE
"1106","108","Comp","1",50,1,1.0899,4,0,FALSE
"1107","108","Comp","0",50,1,1.1837,3,1,TRUE
"1108","108","Comp","1",50,1,0.9743,2,0,FALSE
"1109","108","Comp","1",60,1,0.8581,5,0,FALSE
"1110","108","Comp","0",60,1,2.0556,2,1,TRUE
"1111","108","Comp","0",65,1,0.7438,5,1,TRUE
"1112","108","Comp","0",45,0,0.6347,5,1,FALSE
"1113","108","Comp","1",50,1,1.1051,4,0,FALSE
"1114","108","Comp","0",55,1,0.9939,3,1,TRUE
"1115","108","Comp","1",40,0,1.7472,4,0,TRUE
"1116","108","Comp","0",50,1,1.3453,4,1,TRUE
"1117","108","Comp","0",100,1,1.0488,5,1,TRUE
"1118","108","Comp","0",60,1,1.0391,5,1,TRUE
"1119","108","Comp","1",55,1,1.1601,5,0,FALSE
"1120","108","Comp","0",45,0,1.829,4,1,FALSE
"1121","109","Coop","1",35,0,2.1445,4,1,FALSE
"1122","109","Coop","1",50,1,2.4321,3,1,TRUE
"1123","109","Coop","0",50,0,2.3386,2,0,TRUE
"1124","109","Coop","1",60,1,1.6783,5,1,TRUE
"1125","109","Coop","1",50,1,4.6144,1,1,TRUE
"1126","109","Coop","0",60,1,1.112,5,0,FALSE
"1127","109","Coop","0",100,1,1.2978,5,0,FALSE
"1128","109","Coop","0",0,0,2.1875,5,0,TRUE
"1129","109","Coop","0",65,1,1.6153,5,0,FALSE
"1130","109","Coop","1",40,0,1.7026,4,1,FALSE
"1131","109","Coop","0",55,1,1.414,5,0,FALSE
"1132","109","Coop","0",65,1,0.9711,5,0,FALSE
"1133","109","Coop","0",40,0,3.2854,1,0,TRUE
"1134","109","Coop","0",50,1,3.0205,1,0,FALSE
"1135","109","Coop","0",45,0,3.9287,3,0,TRUE
"1136","109","Coop","1",60,1,1.1511,4,1,TRUE
"1137","109","Coop","1",50,1,3.79,4,1,TRUE
"1138","109","Coop","1",65,1,2.5898,2,1,TRUE
"1139","109","Coop","1",55,1,1.9749,5,1,TRUE
"1140","109","Coop","1",55,1,2.7768,3,1,TRUE
"1141","109","Coop","1",65,1,1.2051,4,1,TRUE
"1142","109","Coop","0",60,1,0.9609,5,0,FALSE
"1143","109","Coop","1",40,0,1.7404,3,1,FALSE
"1144","109","Coop","0",50,0,3.0717,2,0,TRUE
"1145","109","Coop","1",50,1,0.9073,4,1,TRUE
"1146","109","Coop","0",45,0,3.0503,2,0,TRUE
"1147","109","Coop","0",40,0,2.7831,2,0,TRUE
"1148","109","Coop","1",45,0,1.9844,4,1,FALSE
"1149","109","Coop","1",55,1,2.6705,4,1,TRUE
"1150","109","Coop","0",55,1,1.6879,3,0,FALSE
"1151","109","Coop","0",50,1,1.2781,3,0,FALSE
"1152","109","Coop","1",0,0,1.2134,5,1,FALSE
"1153","109","Coop","1",45,0,3.1997,3,1,FALSE
"1154","109","Coop","0",50,1,1.0689,2,0,FALSE
"1155","109","Coop","0",50,1,0.9743,4,0,FALSE
"1156","109","Coop","1",50,1,0.9014,3,1,TRUE
"1157","109","Coop","1",50,1,3.3632,1,1,TRUE
"1158","109","Coop","0",40,1,1.4656,4,0,FALSE
"1159","109","Coop","0",45,0,2.9805,2,0,TRUE
"1160","109","Coop","1",55,1,2.8577,2,1,TRUE
"1161","109","Comp","1",55,1,2.7106,2,0,FALSE
"1162","109","Comp","0",35,1,9e-04,2,1,TRUE
"1163","109","Comp","0",65,1,1.2365,5,1,TRUE
"1164","109","Comp","0",50,1,1.4726,2,1,TRUE
"1165","109","Comp","0",45,0,4.2614,2,1,FALSE
"1166","109","Comp","0",45,NA,NA,NA,1,NA
"1167","109","Comp","0",55,1,2.0579,2,1,TRUE
"1168","109","Comp","1",45,0,1.7994,1,0,TRUE
"1169","109","Comp","0",55,1,2.4,2,1,TRUE
"1170","109","Comp","1",50,1,1.1024,5,0,FALSE
"1171","109","Comp","0",65,1,2.1618,4,1,TRUE
"1172","109","Comp","0",50,1,2.2767,3,1,TRUE
"1173","109","Comp","1",50,0,4.051,2,0,TRUE
"1174","109","Comp","0",40,0,3.9046,3,1,FALSE
"1175","109","Comp","0",40,0,2.9275,3,1,FALSE
"1176","109","Comp","1",60,1,2.1012,4,0,FALSE
"1177","109","Comp","1",40,0,3.488,4,0,TRUE
"1178","109","Comp","0",45,0,2.7903,4,1,FALSE
"1179","109","Comp","1",60,1,2.5955,5,0,FALSE
"1180","109","Comp","1",50,1,3.0145,4,0,FALSE
"1181","109","Comp","1",35,0,2.8027,5,0,TRUE
"1182","109","Comp","0",55,0,3.2917,1,1,FALSE
"1183","109","Comp","0",55,1,1.2841,5,1,TRUE
"1184","109","Comp","0",35,0,1.9403,5,1,FALSE
"1185","109","Comp","0",35,0,1.0845,5,1,FALSE
"1186","109","Comp","1",60,1,1.3093,5,0,FALSE
"1187","109","Comp","0",50,1,2.5698,2,1,TRUE
"1188","109","Comp","1",45,0,2.586,1,0,TRUE
"1189","109","Comp","1",45,0,3.247,1,0,TRUE
"1190","109","Comp","1",35,0,3.4257,3,0,TRUE
"1191","109","Comp","1",55,1,4.0191,3,0,FALSE
"1192","109","Comp","1",55,1,2.0365,4,0,FALSE
"1193","109","Comp","0",60,1,2.5492,4,1,TRUE
"1194","109","Comp","0",65,1,1.51,5,1,TRUE
"1195","109","Comp","1",50,0,2.3393,4,0,TRUE
"1196","109","Comp","1",55,1,2.7173,2,0,FALSE
"1197","109","Comp","0",60,1,2.308,4,1,TRUE
"1198","109","Comp","0",60,1,2.0736,5,1,TRUE
"1199","109","Comp","1",60,1,2.0801,5,0,FALSE
"1200","109","Comp","0",50,1,1.6704,2,1,TRUE
"1201","109","Coop","0",40,0,1.983,3,0,TRUE
"1202","109","Coop","0",50,0,1.3541,3,0,TRUE
"1203","109","Coop","1",60,1,1.6725,5,1,TRUE
"1204","109","Coop","1",40,0,1.1617,4,1,FALSE
"1205","109","Coop","1",55,1,1.2947,5,1,TRUE
"1206","109","Coop","1",100,1,1.0496,5,1,TRUE
"1207","109","Coop","0",35,0,2.4593,2,0,TRUE
"1208","109","Coop","0",45,0,1.7492,3,0,TRUE
"1209","109","Coop","1",45,1,2.2831,2,1,TRUE
"1210","109","Coop","1",45,1,1.8906,2,1,TRUE
"1211","109","Coop","1",45,0,2.7508,3,1,FALSE
"1212","109","Coop","1",55,0,2.9708,3,1,FALSE
"1213","109","Coop","0",45,1,3.0794,3,0,FALSE
"1214","109","Coop","0",55,1,1.967,2,0,FALSE
"1215","109","Coop","0",50,1,3.1442,2,0,FALSE
"1216","109","Coop","0",55,1,1.7211,3,0,FALSE
"1217","109","Coop","0",45,1,1.3945,2,0,FALSE
"1218","109","Coop","1",60,1,0.9648,2,1,TRUE
"1219","109","Coop","1",35,0,1.9586,3,1,FALSE
"1220","109","Coop","1",60,1,1.7577,5,1,TRUE
"1221","109","Coop","0",45,1,1.8935,3,0,FALSE
"1222","109","Coop","1",40,0,2.4515,2,1,FALSE
"1223","109","Coop","1",55,1,1.0532,5,1,TRUE
"1224","109","Coop","0",55,1,1.1783,4,0,FALSE
"1225","109","Coop","1",45,1,3.4629,1,1,TRUE
"1226","109","Coop","0",55,1,2.0023,3,0,FALSE
"1227","109","Coop","0",35,0,2.0501,3,0,TRUE
"1228","109","Coop","0",60,1,1.5129,4,0,FALSE
"1229","109","Coop","0",35,0,1.0666,4,0,TRUE
"1230","109","Coop","1",65,1,1.0232,5,1,TRUE
"1231","109","Coop","1",45,0,1.9936,5,1,FALSE
"1232","109","Coop","0",60,1,2.3497,3,0,FALSE
"1233","109","Coop","1",50,0,2.1561,3,1,FALSE
"1234","109","Coop","1",40,0,3.2108,3,1,FALSE
"1235","109","Coop","0",40,0,0.9829,3,0,TRUE
"1236","109","Coop","1",35,0,1.1188,5,1,FALSE
"1237","109","Coop","1",50,1,1.4207,3,1,TRUE
"1238","109","Coop","0",55,1,1.8384,5,0,FALSE
"1239","109","Coop","0",65,1,0.9783,4,0,FALSE
"1240","109","Coop","0",60,1,0.9276,5,0,FALSE
"1241","109","Comp","0",40,1,1.8261,1,1,TRUE
"1242","109","Comp","1",65,1,1.7764,5,0,FALSE
"1243","109","Comp","0",55,1,0.9601,5,1,TRUE
"1244","109","Comp","0",45,0,1.2746,3,1,FALSE
"1245","109","Comp","0",45,1,2.5689,2,1,TRUE
"1246","109","Comp","0",60,1,1.1625,5,1,TRUE
"1247","109","Comp","1",40,0,2.7208,4,0,TRUE
"1248","109","Comp","0",45,1,1.1244,4,1,TRUE
"1249","109","Comp","1",40,0,1.2116,3,0,TRUE
"1250","109","Comp","1",50,1,2.1431,2,0,FALSE
"1251","109","Comp","1",100,1,1.1608,5,0,FALSE
"1252","109","Comp","1",40,0,1.0823,5,0,TRUE
"1253","109","Comp","0",50,1,2.8092,2,1,TRUE
"1254","109","Comp","0",40,0,2.8184,3,1,FALSE
"1255","109","Comp","1",65,1,1.1699,4,0,FALSE
"1256","109","Comp","1",45,1,0.9695,4,0,FALSE
"1257","109","Comp","0",50,1,0.8952,5,1,TRUE
"1258","109","Comp","1",60,1,1.0026,5,0,FALSE
"1259","109","Comp","0",100,1,1.2059,5,1,TRUE
"1260","109","Comp","1",55,0,2.0906,3,0,TRUE
"1261","109","Comp","1",45,0,1.2407,4,0,TRUE
"1262","109","Comp","1",50,0,2.2655,2,0,TRUE
"1263","109","Comp","1",45,0,2.0682,2,0,TRUE
"1264","109","Comp","0",45,0,1.1239,4,1,FALSE
"1265","109","Comp","1",55,1,1.2341,4,0,FALSE
"1266","109","Comp","1",55,1,3.1803,4,0,FALSE
"1267","109","Comp","1",50,1,2.3442,3,0,FALSE
"1268","109","Comp","1",45,1,1.5059,4,0,FALSE
"1269","109","Comp","1",65,1,0.9893,3,0,FALSE
"1270","109","Comp","0",55,0,2.5825,2,1,FALSE
"1271","109","Comp","1",0,0,1.0988,5,0,TRUE
"1272","109","Comp","0",60,1,1.2904,4,1,TRUE
"1273","109","Comp","0",50,1,1.3147,2,1,TRUE
"1274","109","Comp","0",40,0,2.4937,3,1,FALSE
"1275","109","Comp","0",50,0,1.4612,4,1,FALSE
"1276","109","Comp","0",55,1,1.8514,5,1,TRUE
"1277","109","Comp","1",35,0,1.0032,5,0,TRUE
"1278","109","Comp","1",40,0,1.3251,3,0,TRUE
"1279","109","Comp","0",0,0,1.2648,5,1,FALSE
"1280","109","Comp","1",50,1,1.1475,4,0,FALSE
"1281","110","Comp","1",60,0,1.0445,1,0,TRUE
"1282","110","Comp","1",100,1,0.9505,5,0,FALSE
"1283","110","Comp","1",60,0,1.2959,1,0,TRUE
"1284","110","Comp","1",50,1,1.4939,4,0,FALSE
"1285","110","Comp","1",65,1,1.3357,4,0,FALSE
"1286","110","Comp","0",60,1,1.0473,4,1,TRUE
"1287","110","Comp","1",50,0,2.2436,3,0,TRUE
"1288","110","Comp","0",40,0,0.939,5,1,FALSE
"1289","110","Comp","1",45,0,1.1224,5,0,TRUE
"1290","110","Comp","0",60,0,1.6664,4,1,FALSE
"1291","110","Comp","1",50,0,1.5482,3,0,TRUE
"1292","110","Comp","0",65,1,1.4423,3,1,TRUE
"1293","110","Comp","1",35,0,0.8812,4,0,TRUE
"1294","110","Comp","1",40,0,0.9409,5,0,TRUE
"1295","110","Comp","0",55,1,1.0451,3,1,TRUE
"1296","110","Comp","0",55,0,1.1471,4,1,FALSE
"1297","110","Comp","0",55,1,1.5235,4,1,TRUE
"1298","110","Comp","0",65,1,1.4384,5,1,TRUE
"1299","110","Comp","1",40,0,1.6637,5,0,TRUE
"1300","110","Comp","1",65,1,1.8829,3,0,FALSE
"1301","110","Comp","0",55,1,1.7718,3,1,TRUE
"1302","110","Comp","0",50,0,0.9952,4,1,FALSE
"1303","110","Comp","1",45,0,1.4202,4,0,TRUE
"1304","110","Comp","0",50,1,0.9063,4,1,TRUE
"1305","110","Comp","0",45,0,1.2022,4,1,FALSE
"1306","110","Comp","1",55,1,1.3071,4,0,FALSE
"1307","110","Comp","1",55,1,1.339,4,0,FALSE
"1308","110","Comp","1",40,0,0.9435,4,0,TRUE
"1309","110","Comp","0",50,0,1.3382,4,1,FALSE
"1310","110","Comp","0",50,1,1.1494,3,1,TRUE
"1311","110","Comp","0",45,1,1.1372,4,1,TRUE
"1312","110","Comp","0",45,0,1.3972,4,1,FALSE
"1313","110","Comp","1",55,0,1.334,3,0,TRUE
"1314","110","Comp","0",35,0,0.9449,3,1,FALSE
"1315","110","Comp","0",60,1,1.0961,3,1,TRUE
"1316","110","Comp","0",100,1,1.1123,3,1,TRUE
"1317","110","Comp","1",50,0,1.1196,3,0,TRUE
"1318","110","Comp","0",55,1,1.2822,4,1,TRUE
"1319","110","Comp","1",55,1,1.3215,3,0,FALSE
"1320","110","Comp","0",40,0,0.938,3,1,FALSE
"1321","110","Coop","0",40,0,0.7993,3,0,TRUE
"1322","110","Coop","0",65,1,0.9567,3,0,FALSE
"1323","110","Coop","0",45,0,0.8088,4,0,TRUE
"1324","110","Coop","0",50,1,1.8878,4,0,FALSE
"1325","110","Coop","1",65,1,1.4803,4,1,TRUE
"1326","110","Coop","1",55,0,0.9013,5,1,FALSE
"1327","110","Coop","1",50,1,1.9482,4,1,TRUE
"1328","110","Coop","0",45,0,1.2822,4,0,TRUE
"1329","110","Coop","0",55,1,1.4267,4,0,FALSE
"1330","110","Coop","0",0,0,0.7836,5,0,TRUE
"1331","110","Coop","1",50,0,0.9669,5,1,FALSE
"1332","110","Coop","0",40,0,1.6369,5,0,TRUE
"1333","110","Coop","1",45,1,1.5169,5,1,TRUE
"1334","110","Coop","1",40,0,0.9109,5,1,FALSE
"1335","110","Coop","1",50,1,1.5694,5,1,TRUE
"1336","110","Coop","0",55,0,1.3545,4,0,TRUE
"1337","110","Coop","0",50,0,1.665,4,0,TRUE
"1338","110","Coop","0",100,1,1.1875,5,0,FALSE
"1339","110","Coop","0",60,1,1.1027,5,0,FALSE
"1340","110","Coop","1",55,1,1.6005,5,1,TRUE
"1341","110","Coop","1",100,1,1.3266,5,1,TRUE
"1342","110","Coop","0",55,1,0.9035,5,0,FALSE
"1343","110","Coop","0",55,1,0.9062,5,0,FALSE
"1344","110","Coop","1",45,0,0.8653,5,1,FALSE
"1345","110","Coop","0",45,0,0.9392,5,0,TRUE
"1346","110","Coop","1",35,0,0.995,5,1,FALSE
"1347","110","Coop","0",55,0,0.8141,4,0,TRUE
"1348","110","Coop","1",40,0,1.5244,5,1,FALSE
"1349","110","Coop","1",0,0,0.7791,5,1,FALSE
"1350","110","Coop","1",45,0,1.811,5,1,FALSE
"1351","110","Coop","1",55,1,1.4952,4,1,TRUE
"1352","110","Coop","0",40,0,1.1239,5,0,TRUE
"1353","110","Coop","0",55,1,1.0518,4,0,FALSE
"1354","110","Coop","1",55,1,1.2606,4,1,TRUE
"1355","110","Coop","1",55,1,1.0951,4,1,TRUE
"1356","110","Coop","0",35,0,0.8952,4,0,TRUE
"1357","110","Coop","0",60,1,0.9454,4,0,FALSE
"1358","110","Coop","0",45,0,1.2297,4,0,TRUE
"1359","110","Coop","1",45,0,1.0164,4,1,FALSE
"1360","110","Coop","0",60,1,0.9903,4,0,FALSE
"1361","110","Comp","0",35,0,1.0312,4,1,FALSE
"1362","110","Comp","1",55,1,1.2518,4,0,FALSE
"1363","110","Comp","0",50,1,1.2181,4,1,TRUE
"1364","110","Comp","0",40,0,0.9706,4,1,FALSE
"1365","110","Comp","0",45,0,1.2825,4,1,FALSE
"1366","110","Comp","1",50,1,1.2938,4,0,FALSE
"1367","110","Comp","0",40,0,1.359,4,1,FALSE
"1368","110","Comp","0",55,1,1.0563,4,1,TRUE
"1369","110","Comp","0",50,1,1.2067,4,1,TRUE
"1370","110","Comp","0",65,1,1.1705,4,1,TRUE
"1371","110","Comp","1",50,0,1.6639,3,0,TRUE
"1372","110","Comp","1",45,0,1.151,4,0,TRUE
"1373","110","Comp","0",60,1,1.2267,4,1,TRUE
"1374","110","Comp","1",45,0,1.2251,4,0,TRUE
"1375","110","Comp","1",60,1,1.5056,3,0,FALSE
"1376","110","Comp","1",60,1,0.9757,4,0,FALSE
"1377","110","Comp","1",35,0,1.0266,4,0,TRUE
"1378","110","Comp","1",40,0,0.9727,4,0,TRUE
"1379","110","Comp","0",50,0,1.2168,4,1,FALSE
"1380","110","Comp","1",55,1,1.9011,4,0,FALSE
"1381","110","Comp","0",35,0,0.8038,4,1,FALSE
"1382","110","Comp","0",45,1,0.9971,4,1,TRUE
"1383","110","Comp","0",50,1,1.4038,4,1,TRUE
"1384","110","Comp","1",65,1,1.5967,4,0,FALSE
"1385","110","Comp","0",45,0,1.004,4,1,FALSE
"1386","110","Comp","0",40,0,0.857,4,1,FALSE
"1387","110","Comp","0",55,1,1.4369,4,1,TRUE
"1388","110","Comp","1",35,0,0.8513,5,0,TRUE
"1389","110","Comp","1",40,0,0.8672,4,0,TRUE
"1390","110","Comp","1",45,1,1.8892,4,0,FALSE
"1391","110","Comp","0",60,1,1.686,3,1,TRUE
"1392","110","Comp","1",55,0,1.7167,4,0,TRUE
"1393","110","Comp","1",50,0,1.9068,4,0,TRUE
"1394","110","Comp","1",45,0,0.9603,4,0,TRUE
"1395","110","Comp","1",60,1,1.0757,4,0,FALSE
"1396","110","Comp","0",45,0,1.1367,4,1,FALSE
"1397","110","Comp","1",50,1,1.7506,4,0,FALSE
"1398","110","Comp","1",45,1,2.6111,4,0,FALSE
"1399","110","Comp","0",0,0,0.7796,4,1,FALSE
"1400","110","Comp","1",0,1,0.8103,5,0,FALSE
"1401","110","Coop","0",45,1,0.9225,4,0,FALSE
"1402","110","Coop","0",50,1,1.0043,4,0,FALSE
"1403","110","Coop","1",60,1,1.2861,5,1,TRUE
"1404","110","Coop","0",60,1,1.1525,5,0,FALSE
"1405","110","Coop","1",55,1,1.2831,5,1,TRUE
"1406","110","Coop","1",50,0,1.2633,5,1,FALSE
"1407","110","Coop","0",65,1,1.0577,5,0,FALSE
"1408","110","Coop","0",50,1,1.2014,5,0,FALSE
"1409","110","Coop","0",40,0,1.0361,5,0,TRUE
"1410","110","Coop","0",50,0,1.0882,5,0,TRUE
"1411","110","Coop","1",55,1,1.4603,5,1,TRUE
"1412","110","Coop","1",50,1,1.5405,5,1,TRUE
"1413","110","Coop","0",50,1,1.747,5,0,FALSE
"1414","110","Coop","1",60,1,1.3574,5,1,TRUE
"1415","110","Coop","0",35,1,0.9172,1,0,FALSE
"1416","110","Coop","1",50,1,2.3515,5,1,TRUE
"1417","110","Coop","0",65,1,1.8482,5,0,FALSE
"1418","110","Coop","1",60,1,1.9378,5,1,TRUE
"1419","110","Coop","1",65,1,1.0391,5,1,TRUE
"1420","110","Coop","1",60,1,1.463,5,1,TRUE
"1421","110","Coop","1",40,0,0.9412,5,1,FALSE
"1422","110","Coop","1",35,0,0.9248,5,1,FALSE
"1423","110","Coop","1",40,0,0.7851,5,1,FALSE
"1424","110","Coop","1",60,1,1.0245,5,1,TRUE
"1425","110","Coop","1",65,1,1.2383,5,1,TRUE
"1426","110","Coop","0",40,0,2.3375,5,0,TRUE
"1427","110","Coop","0",50,1,1.0732,5,0,FALSE
"1428","110","Coop","1",45,1,2.3105,5,1,TRUE
"1429","110","Coop","1",50,1,1.3988,5,1,TRUE
"1430","110","Coop","1",40,0,0.9914,5,1,FALSE
"1431","110","Coop","0",45,0,1.952,5,0,TRUE
"1432","110","Coop","0",45,1,1.9926,5,0,FALSE
"1433","110","Coop","0",35,0,0.9158,5,0,TRUE
"1434","110","Coop","1",45,0,1.1579,5,1,FALSE
"1435","110","Coop","0",60,1,1.1263,5,0,FALSE
"1436","110","Coop","1",50,1,1.0787,5,1,TRUE
"1437","110","Coop","0",50,1,1.4285,5,0,FALSE
"1438","110","Coop","1",35,0,0.8838,5,1,FALSE
"1439","110","Coop","1",45,0,1.2915,5,1,FALSE
"1440","110","Coop","0",55,1,1.0133,5,0,FALSE
"1441","111","Comp","1",35,0,1.8732,4,0,TRUE
"1442","111","Comp","0",40,0,3.7806,3,1,FALSE
"1443","111","Comp","0",100,1,1.5702,5,1,TRUE
"1444","111","Comp","1",45,1,2.8091,3,0,FALSE
"1445","111","Comp","0",40,0,2.2136,4,1,FALSE
"1446","111","Comp","1",50,1,2.9133,3,0,FALSE
"1447","111","Comp","1",60,1,2.0687,3,0,FALSE
"1448","111","Comp","0",50,1,3.8437,3,1,TRUE
"1449","111","Comp","0",55,1,2.8279,4,1,TRUE
"1450","111","Comp","0",55,1,3.3437,3,1,TRUE
"1451","111","Comp","0",0,0,2.7674,5,1,FALSE
"1452","111","Comp","1",55,1,3.0125,4,0,FALSE
"1453","111","Comp","1",55,1,1.4694,3,0,FALSE
"1454","111","Comp","1",40,0,1.8316,3,0,TRUE
"1455","111","Comp","0",50,0,3.1886,3,1,FALSE
"1456","111","Comp","0",50,1,1.1341,4,1,TRUE
"1457","111","Comp","1",45,0,3.19,4,0,TRUE
"1458","111","Comp","1",35,0,1.6526,4,0,TRUE
"1459","111","Comp","1",45,0,2.0492,4,0,TRUE
"1460","111","Comp","1",45,0,1.9919,4,0,TRUE
"1461","111","Comp","1",60,1,3.8688,3,0,FALSE
"1462","111","Comp","1",40,0,2.014,3,0,TRUE
"1463","111","Comp","0",35,0,2.0556,4,1,FALSE
"1464","111","Comp","1",0,0,1.15,5,0,TRUE
"1465","111","Comp","0",35,0,1.5345,4,1,FALSE
"1466","111","Comp","0",45,1,1.1701,4,1,TRUE
"1467","111","Comp","0",65,1,1.7691,4,1,TRUE
"1468","111","Comp","1",50,1,2.7538,4,0,FALSE
"1469","111","Comp","0",50,1,3.7419,3,1,TRUE
"1470","111","Comp","1",50,1,1.5123,4,0,FALSE
"1471","111","Comp","1",60,1,0.9794,4,0,FALSE
"1472","111","Comp","1",50,1,2.265,3,0,FALSE
"1473","111","Comp","0",55,1,2.4162,2,1,TRUE
"1474","111","Comp","1",60,1,1.2057,4,0,FALSE
"1475","111","Comp","1",65,1,3.2324,5,0,FALSE
"1476","111","Comp","0",55,0,3.1409,3,1,FALSE
"1477","111","Comp","1",50,1,1.6376,5,0,FALSE
"1478","111","Comp","1",45,0,4.4709,4,0,TRUE
"1479","111","Comp","0",40,0,3.3005,5,1,FALSE
"1480","111","Comp","1",65,1,1.7651,5,0,FALSE
"1481","111","Coop","0",65,1,1.2715,4,0,FALSE
"1482","111","Coop","1",50,1,2.2862,4,1,TRUE
"1483","111","Coop","1",40,0,1.9373,4,1,FALSE
"1484","111","Coop","0",60,1,0.8921,3,0,FALSE
"1485","111","Coop","0",50,1,2.7827,3,0,FALSE
"1486","111","Coop","0",45,0,4.3189,3,0,TRUE
"1487","111","Coop","1",55,1,1.0675,3,1,TRUE
"1488","111","Coop","1",60,1,1.9499,3,1,TRUE
"1489","111","Coop","0",45,0,0.949,4,0,TRUE
"1490","111","Coop","0",50,0,1.7757,4,0,TRUE
"1491","111","Coop","1",50,1,1.362,4,1,TRUE
"1492","111","Coop","0",65,1,1.3787,4,0,FALSE
"1493","111","Coop","1",50,0,1.9194,3,1,FALSE
"1494","111","Coop","0",65,1,1.7493,5,0,FALSE
"1495","111","Coop","0",55,1,1.3192,4,0,FALSE
"1496","111","Coop","1",65,1,0.8214,5,1,TRUE
"1497","111","Coop","1",55,1,1.5099,5,1,TRUE
"1498","111","Coop","0",50,0,3.8505,4,0,TRUE
"1499","111","Coop","1",55,1,1.4135,5,1,TRUE
"1500","111","Coop","0",60,1,0.4168,1,0,FALSE
"1501","111","Coop","0",100,1,0.9306,5,0,FALSE
"1502","111","Coop","0",45,1,2.5781,2,0,FALSE
"1503","111","Coop","1",45,0,1.4681,4,1,FALSE
"1504","111","Coop","1",55,0,1.8414,3,1,FALSE
"1505","111","Coop","0",40,0,1.3203,5,0,TRUE
"1506","111","Coop","1",35,0,0.8756,4,1,FALSE
"1507","111","Coop","1",45,0,2.1176,4,1,FALSE
"1508","111","Coop","0",50,1,1.8533,3,0,FALSE
"1509","111","Coop","1",100,1,1.0587,5,1,TRUE
"1510","111","Coop","0",55,1,1.624,4,0,FALSE
"1511","111","Coop","0",35,0,1.2592,3,0,TRUE
"1512","111","Coop","1",45,0,2.1439,3,1,FALSE
"1513","111","Coop","0",50,1,2.2368,4,0,FALSE
"1514","111","Coop","1",50,1,1.3114,5,1,TRUE
"1515","111","Coop","0",40,0,1.8112,4,0,TRUE
"1516","111","Coop","1",45,0,1.962,4,1,FALSE
"1517","111","Coop","1",40,0,2.362,4,1,FALSE
"1518","111","Coop","0",50,1,3.3819,2,0,FALSE
"1519","111","Coop","0",35,0,1.8616,4,0,TRUE
"1520","111","Coop","0",55,1,2.3565,4,0,FALSE
"1521","111","Comp","1",55,1,1.2114,3,0,FALSE
"1522","111","Comp","0",65,1,1.02,3,1,TRUE
"1523","111","Comp","0",55,1,1.7609,3,1,TRUE
"1524","111","Comp","1",65,1,0.7654,3,0,FALSE
"1525","111","Comp","0",40,0,3.3947,4,1,FALSE
"1526","111","Comp","0",45,1,2.1612,4,1,TRUE
"1527","111","Comp","1",55,1,2.4335,2,0,FALSE
"1528","111","Comp","0",35,0,1.5994,3,1,FALSE
"1529","111","Comp","1",35,0,2.7344,3,0,TRUE
"1530","111","Comp","0",45,0,3.6307,4,1,FALSE
"1531","111","Comp","1",50,0,4.7201,3,0,TRUE
"1532","111","Comp","1",45,1,4.126,4,0,FALSE
"1533","111","Comp","1",55,1,2.0844,4,0,FALSE
"1534","111","Comp","1",40,1,2.4029,3,0,FALSE
"1535","111","Comp","0",45,1,1.5048,2,1,TRUE
"1536","111","Comp","1",50,1,3.8912,3,0,FALSE
"1537","111","Comp","0",60,1,0.9207,5,1,TRUE
