"","Sub","Con","Pred","Cat_n","Choice","RT","Conf","Want2See","MotCon"
"1","102","Coop","1",0,0,1.3318,5,1,FALSE
"2","102","Coop","0",45,1,1.924,4,0,FALSE
"3","102","Coop","0",50,0,4.2014,3,0,TRUE
"4","102","Coop","1",55,1,2.1161,3,1,TRUE
"5","102","Coop","1",45,0,1.353,3,1,FALSE
"6","102","Coop","1",40,0,1.8347,3,1,FALSE
"7","102","Coop","0",40,0,1.0196,4,0,TRUE
"8","102","Coop","1",65,1,1.7699,4,1,TRUE
"9","102","Coop","0",35,0,0.8442,4,0,TRUE
"10","102","Coop","1",45,0,1.7339,3,1,FALSE
"11","102","Coop","0",60,1,2.002,3,0,FALSE
"12","102","Coop","1",60,1,3.552,4,1,TRUE
"13","102","Coop","1",45,0,1.3683,3,1,FALSE
"14","102","Coop","1",45,1,2.4501,3,1,TRUE
"15","102","Coop","0",45,1,1.2587,2,0,FALSE
"16","102","Coop","1",50,1,3.7453,3,1,TRUE
"17","102","Coop","0",55,1,1.3783,3,0,FALSE
"18","102","Coop","1",40,0,1.9143,3,1,FALSE
"19","102","Coop","1",60,1,1.9039,4,1,TRUE
"20","102","Coop","1",65,1,1.1048,4,1,TRUE
"21","102","Coop","1",35,0,1.4811,4,1,FALSE
"22","102","Coop","0",55,1,1.0705,3,0,FALSE
"23","102","Coop","0",45,0,1.4685,3,0,TRUE
"24","102","Coop","1",50,1,3.9587,4,1,TRUE
"25","102","Coop","1",35,0,1.1184,3,1,FALSE
"26","102","Coop","0",50,1,3.4639,3,0,FALSE
"27","102","Coop","0",50,1,1.2314,3,0,FALSE
"28","102","Coop","0",55,1,1.1325,4,0,FALSE
"29","102","Coop","0",45,0,3.6074,3,0,TRUE
"30","102","Coop","0",0,0,1.1177,5,0,TRUE
"31","102","Coop","0",50,1,1.4709,3,0,FALSE
"32","102","Coop","0",55,1,0.9579,4,0,FALSE
"33","102","Coop","0",60,1,0.969,4,0,FALSE
"34","102","Coop","1",50,1,0.9831,4,1,TRUE
"35","102","Coop","0",40,0,2.6669,4,0,TRUE
"36","102","Coop","0",35,0,3.2925,4,0,TRUE
"37","102","Coop","0",60,1,1.6768,4,0,FALSE
"38","102","Coop","1",35,0,2.3567,4,1,FALSE
"39","102","Coop","1",55,1,0.8773,4,1,TRUE
"40","102","Coop","0",50,0,0.8709,3,0,TRUE
"41","102","Comp","1",45,1,3.1962,3,0,FALSE
"42","102","Comp","1",50,1,1.3421,4,0,FALSE
"43","102","Comp","1",60,1,1.1165,4,0,FALSE
"44","102","Comp","0",50,1,1.1183,4,1,TRUE
"45","102","Comp","1",40,0,2.9553,4,0,TRUE
"46","102","Comp","1",45,1,1.0013,4,0,FALSE
"47","102","Comp","0",50,1,2.2552,4,1,TRUE
"48","102","Comp","0",60,1,1.0649,3,1,TRUE
"49","102","Comp","0",40,0,1.1787,3,1,FALSE
"50","102","Comp","0",50,1,1.0528,4,1,TRUE
"51","102","Comp","1",55,1,1.3412,3,0,FALSE
"52","102","Comp","0",55,1,1.1449,4,1,TRUE
"53","102","Comp","1",60,1,1.2257,4,0,FALSE
"54","102","Comp","1",50,1,0.872,4,0,FALSE
"55","102","Comp","0",45,0,2.9268,3,1,FALSE
"56","102","Comp","0",45,0,1.0044,4,1,FALSE
"57","102","Comp","0",40,0,0.9758,4,1,FALSE
"58","102","Comp","0",55,1,1.2561,4,1,TRUE
"59","102","Comp","1",55,1,1.0369,4,0,FALSE
"60","102","Comp","0",35,0,1.131,4,1,FALSE
"61","102","Comp","0",55,1,1.0365,4,1,TRUE
"62","102","Comp","0",55,1,1.0647,4,1,TRUE
"63","102","Comp","0",45,0,1.3155,3,1,FALSE
"64","102","Comp","0",65,1,0.7586,5,1,TRUE
"65","102","Comp","0",65,1,0.8476,5,1,TRUE
"66","102","Comp","1",55,0,1.4708,4,0,TRUE
"67","102","Comp","1",45,0,1.4115,4,0,TRUE
"68","102","Comp","1",65,1,1.8984,5,0,FALSE
"69","102","Comp","1",40,0,1.6695,4,0,TRUE
"70","102","Comp","0",0,0,1.5531,5,1,FALSE
"71","102","Comp","1",55,1,1.0361,5,0,FALSE
"72","102","Comp","1",45,0,2.8119,4,0,TRUE
"73","102","Comp","0",45,1,1.0265,4,1,TRUE
"74","102","Comp","1",50,0,3.7684,4,0,TRUE
"75","102","Comp","0",50,1,1.2181,3,1,TRUE
"76","102","Comp","0",50,1,3.845,4,1,TRUE
"77","102","Comp","1",50,1,1.0852,4,0,FALSE
"78","102","Comp","0",40,0,2.1528,5,1,FALSE
"79","102","Comp","1",45,1,2.7223,3,0,FALSE
"80","102","Comp","1",65,1,0.8721,5,0,FALSE
"81","102","Coop","0",65,1,1.1506,4,0,FALSE
"82","102","Coop","1",50,1,0.9527,5,1,TRUE
"83","102","Coop","0",50,1,0.9871,4,0,FALSE
"84","102","Coop","1",40,1,1.2677,4,1,TRUE
"85","102","Coop","1",55,1,0.8691,4,1,TRUE
"86","102","Coop","1",50,1,0.9098,4,1,TRUE
"87","102","Coop","0",60,1,0.9582,4,0,FALSE
"88","102","Coop","1",60,1,0.8841,5,1,TRUE
"89","102","Coop","0",45,0,2.855,2,0,TRUE
"90","102","Coop","1",60,1,1.1281,5,1,TRUE
"91","102","Coop","0",50,1,2.5339,4,0,FALSE
"92","102","Coop","1",65,1,1.297,4,1,TRUE
"93","102","Coop","1",50,1,1.189,5,1,TRUE
"94","102","Coop","0",35,0,1.9877,4,0,TRUE
"95","102","Coop","0",55,1,2.4162,4,0,FALSE
"96","102","Coop","0",100,1,1.9197,5,0,FALSE
"97","102","Coop","0",45,0,3.3603,3,0,TRUE
"98","102","Coop","1",45,0,3.0686,3,1,FALSE
"99","102","Coop","0",50,1,2.1623,4,0,FALSE
"100","102","Coop","1",40,1,3.4504,3,1,TRUE
"101","102","Coop","1",55,1,0.9921,5,1,TRUE
"102","102","Coop","1",55,1,0.8914,4,1,TRUE
"103","102","Coop","0",65,1,0.9512,4,0,FALSE
"104","102","Coop","0",40,0,1.2119,3,0,TRUE
"105","102","Coop","0",60,1,1.0279,4,0,FALSE
"106","102","Coop","1",100,1,1.0969,4,1,TRUE
"107","102","Coop","0",45,0,1.1813,3,0,TRUE
"108","102","Coop","1",45,1,2.1471,4,1,TRUE
"109","102","Coop","1",55,1,1.0292,5,1,TRUE
"110","102","Coop","1",45,1,1.4725,4,1,TRUE
"111","102","Coop","0",55,1,1.0579,4,0,FALSE
"112","102","Coop","0",40,0,1.7805,4,0,TRUE
"113","102","Coop","0",40,0,1.141,4,0,TRUE
"114","102","Coop","1",50,1,1.0101,4,1,TRUE
"115","102","Coop","1",50,1,3.4477,3,1,TRUE
"116","102","Coop","0",65,1,1.3921,5,0,FALSE
"117","102","Coop","1",40,0,1.5458,4,1,FALSE
"118","102","Coop","1",60,1,1.0711,4,1,TRUE
"119","102","Coop","1",55,1,1.0799,3,1,TRUE
"120","102","Coop","0",55,1,1.131,3,0,FALSE
"121","102","Comp","1",50,1,0.9892,4,0,FALSE
"122","102","Comp","0",60,1,1.2129,4,1,TRUE
"123","102","Comp","0",40,0,2.7536,3,1,FALSE
"124","102","Comp","0",35,0,0.9448,3,1,FALSE
"125","102","Comp","0",50,1,2.7913,4,1,TRUE
"126","102","Comp","0",40,0,0.0011,2,1,FALSE
"127","102","Comp","1",45,1,0.9064,4,0,FALSE
"128","102","Comp","0",35,1,1.0199,1,1,TRUE
"129","102","Comp","1",60,1,1.0283,3,0,FALSE
"130","102","Comp","0",60,1,1.2085,4,1,TRUE
"131","102","Comp","1",55,1,2.2,3,0,FALSE
"132","102","Comp","1",40,0,1.217,3,0,TRUE
"133","102","Comp","0",60,1,0.9569,4,1,TRUE
"134","102","Comp","1",60,1,0.8636,4,0,FALSE
"135","102","Comp","1",40,1,1.0654,3,0,FALSE
"136","102","Comp","1",55,1,1.6658,4,0,FALSE
"137","102","Comp","1",50,1,0.9252,4,0,FALSE
"138","102","Comp","0",55,1,1.0624,5,1,TRUE
"139","102","Comp","0",55,1,1.0885,4,1,TRUE
"140","102","Comp","1",65,1,1.1273,4,0,FALSE
"141","102","Comp","0",50,1,0.8346,4,1,TRUE
"142","102","Comp","0",45,0,1.2854,4,1,FALSE
"143","102","Comp","1",35,1,0.8165,2,0,FALSE
"144","102","Comp","1",45,0,4.5651,3,0,TRUE
"145","102","Comp","1",50,1,1.2879,4,0,FALSE
"146","102","Comp","1",60,1,0.7653,5,0,FALSE
"147","102","Comp","1",55,1,0.8353,5,0,FALSE
"148","102","Comp","0",45,1,1.6154,3,1,TRUE
"149","102","Comp","0",50,1,3.2603,2,1,TRUE
"150","102","Comp","1",35,0,1.822,3,0,TRUE
"151","102","Comp","1",50,1,0.9744,4,0,FALSE
"152","102","Comp","1",100,1,0.7019,5,0,FALSE
"153","102","Comp","1",35,0,1.4499,4,0,TRUE
"154","102","Comp","0",100,1,1.4867,5,1,TRUE
"155","102","Comp","0",65,1,0.9794,4,1,TRUE
"156","102","Comp","1",0,0,1.3814,5,0,TRUE
"157","102","Comp","0",60,1,1.1349,4,1,TRUE
"158","102","Comp","0",55,1,1.0392,5,1,TRUE
"159","102","Comp","1",40,0,1.2653,4,0,TRUE
"160","102","Comp","0",45,1,0.8853,5,1,TRUE
"161","103","Coop","0",50,0,1.3443,3,0,TRUE
"162","103","Coop","1",60,1,1.1689,5,1,TRUE
"163","103","Coop","1",40,0,1.5148,4,1,FALSE
"164","103","Coop","1",40,0,1.2917,3,1,FALSE
"165","103","Coop","1",35,0,1.3899,4,1,FALSE
"166","103","Coop","0",40,0,1.6846,4,0,TRUE
"167","103","Coop","1",50,1,1.1241,5,1,TRUE
"168","103","Coop","1",45,0,1.5097,4,1,FALSE
"169","103","Coop","1",65,1,0.9785,5,1,TRUE
"170","103","Coop","0",60,1,1.2319,5,0,FALSE
"171","103","Coop","1",40,0,1.6589,3,1,FALSE
"172","103","Coop","1",45,0,1.8342,3,1,FALSE
"173","103","Coop","0",45,0,1.8817,4,0,TRUE
"174","103","Coop","0",45,0,1.8777,4,0,TRUE
"175","103","Coop","1",45,0,1.6059,3,1,FALSE
"176","103","Coop","0",50,1,1.5742,3,0,FALSE
"177","103","Coop","0",40,0,1.2502,5,0,TRUE
"178","103","Coop","0",40,0,1.983,4,0,TRUE
"179","103","Coop","1",0,0,1.3754,5,1,FALSE
"180","103","Coop","0",40,0,1.7125,5,0,TRUE
"181","103","Coop","0",55,1,1.2755,5,0,FALSE
"182","103","Coop","0",55,1,1.3141,5,0,FALSE
"183","103","Coop","0",45,1,2.1837,3,0,FALSE
"184","103","Coop","1",50,0,2.0927,3,1,FALSE
"185","103","Coop","0",55,1,1.2694,4,0,FALSE
"186","103","Coop","1",55,1,1.6263,5,1,TRUE
"187","103","Coop","0",65,1,1.1953,5,0,FALSE
"188","103","Coop","1",50,0,1.8828,3,1,FALSE
"189","103","Coop","0",60,1,0.9402,5,0,FALSE
"190","103","Coop","0",35,0,1.2534,5,0,TRUE
"191","103","Coop","0",50,0,1.1657,4,0,TRUE
"192","103","Coop","0",50,0,2.2569,3,0,TRUE
"193","103","Coop","1",55,1,1.8987,4,1,TRUE
"194","103","Coop","1",60,0,2.5979,3,1,FALSE
"195","103","Coop","1",50,0,2.2917,4,1,FALSE
"196","103","Coop","1",60,1,2.1356,5,1,TRUE
"197","103","Coop","0",55,0,2.2701,3,0,TRUE
"198","103","Coop","0",60,1,1.9223,4,0,FALSE
"199","103","Coop","0",100,1,1.3116,5,0,FALSE
"200","103","Coop","0",50,0,1.9485,3,0,TRUE
"201","103","Comp","0",50,1,1.7545,3,1,TRUE
"202","103","Comp","1",50,1,2.1988,3,0,FALSE
"203","103","Comp","1",50,1,2.6077,3,0,FALSE
"204","103","Comp","0",65,1,1.4603,5,1,TRUE
"205","103","Comp","0",50,0,2.4021,3,1,FALSE
"206","103","Comp","1",55,0,2.5019,3,0,TRUE
"207","103","Comp","0",55,1,1.2134,4,1,TRUE
"208","103","Comp","0",45,0,1.8807,3,1,FALSE
"209","103","Comp","1",45,0,1.5435,5,0,TRUE
"210","103","Comp","1",40,0,1.4242,3,0,TRUE
"211","103","Comp","0",100,1,0.9486,5,1,TRUE
"212","103","Comp","1",60,1,1.7995,5,0,FALSE
"213","103","Comp","0",65,1,1.1454,5,1,TRUE
"214","103","Comp","1",45,0,1.813,4,0,TRUE
"215","103","Comp","1",55,0,2.3701,3,0,TRUE
"216","103","Comp","1",60,0,2.4198,3,0,TRUE
"217","103","Comp","0",45,1,1.9249,4,1,TRUE
"218","103","Comp","1",0,0,0.9659,5,0,TRUE
"219","103","Comp","0",50,1,2.3447,3,1,TRUE
"220","103","Comp","1",40,0,1.6473,4,0,TRUE
"221","103","Comp","1",35,0,1.6122,5,0,TRUE
"222","103","Comp","0",50,1,1.09,5,1,TRUE
"223","103","Comp","0",40,0,2.0215,4,1,FALSE
"224","103","Comp","1",50,0,2.6095,3,0,TRUE
"225","103","Comp","1",45,0,2.1166,4,0,TRUE
"226","103","Comp","0",50,1,1.6674,4,1,TRUE
"227","103","Comp","1",40,0,2.6667,4,0,TRUE
"228","103","Comp","0",50,1,3.0285,3,1,TRUE
"229","103","Comp","1",50,1,1.8677,4,0,FALSE
"230","103","Comp","1",55,1,1.7314,5,0,FALSE
"231","103","Comp","0",50,0,2.7315,3,1,FALSE
"232","103","Comp","1",60,1,2.2696,4,0,FALSE
"233","103","Comp","0",35,0,1.439,5,1,FALSE
"234","103","Comp","0",55,1,1.1418,5,1,TRUE
"235","103","Comp","1",100,1,1.5903,5,0,FALSE
"236","103","Comp","0",60,1,0.9721,5,1,TRUE
"237","103","Comp","1",50,1,1.9732,3,0,FALSE
"238","103","Comp","1",65,1,1.379,4,0,FALSE
"239","103","Comp","0",35,0,1.0276,5,1,FALSE
"240","103","Comp","0",45,0,1.9355,3,1,FALSE
"241","103","Coop","1",65,1,1.3905,5,1,TRUE
"242","103","Coop","1",50,0,2.6631,3,1,FALSE
"243","103","Coop","0",60,1,1.3254,4,0,FALSE
"244","103","Coop","0",35,0,1.8848,4,0,TRUE
"245","103","Coop","1",50,1,2.6034,4,1,TRUE
"246","103","Coop","0",50,1,1.5954,4,0,FALSE
"247","103","Coop","0",60,1,1.5001,4,0,FALSE
"248","103","Coop","1",60,1,1.7098,5,1,TRUE
"249","103","Coop","1",35,0,1.4647,4,1,FALSE
"250","103","Coop","1",35,0,1.7168,3,1,FALSE
"251","103","Coop","1",40,0,1.8248,3,1,FALSE
"252","103","Coop","1",100,1,1.1456,5,1,TRUE
"253","103","Coop","1",55,1,2.508,3,1,TRUE
"254","103","Coop","0",45,1,2.7737,3,0,FALSE
"255","103","Coop","1",55,1,2.3397,4,1,TRUE
"256","103","Coop","0",40,0,2.0778,3,0,TRUE
"257","103","Coop","0",45,0,2.5029,3,0,TRUE
"258","103","Coop","1",55,1,1.2519,5,1,TRUE
"259","103","Coop","0",0,0,1.0243,5,0,TRUE
"260","103","Coop","1",60,1,1.1445,5,1,TRUE
"261","103","Coop","0",55,1,1.3131,5,0,FALSE
"262","103","Coop","0",35,0,1.6861,4,0,TRUE
"263","103","Coop","1",65,1,1.001,5,1,TRUE
"264","103","Coop","1",45,0,2.9325,3,1,FALSE
"265","103","Coop","1",40,0,1.9325,5,1,FALSE
"266","103","Coop","1",50,1,2.1679,4,1,TRUE
"267","103","Coop","0",45,0,2.6371,4,0,TRUE
"268","103","Coop","0",55,1,1.0828,5,0,FALSE
"269","103","Coop","0",45,0,2.1227,3,0,TRUE
"270","103","Coop","0",55,1,1.9732,4,0,FALSE
"271","103","Coop","0",50,1,2.2464,3,0,FALSE
"272","103","Coop","0",65,1,1.6018,5,0,FALSE
"273","103","Coop","0",65,1,1.6682,5,0,FALSE
"274","103","Coop","1",50,0,2.7128,3,1,FALSE
"275","103","Coop","1",45,0,1.9016,4,1,FALSE
"276","103","Coop","1",55,0,2.4644,3,1,FALSE
"277","103","Coop","1",45,0,2.0441,5,1,FALSE
"278","103","Coop","1",45,1,2.2046,5,1,TRUE
"279","103","Coop","0",50,1,2.5523,3,0,FALSE
"280","103","Coop","1",55,1,2.0405,3,1,TRUE
"281","103","Comp","0",35,0,2.0277,4,1,FALSE
"282","103","Comp","1",45,1,2.5384,3,0,FALSE
"283","103","Comp","1",55,1,2.6056,3,0,FALSE
"284","103","Comp","1",60,1,1.4129,5,0,FALSE
"285","103","Comp","1",55,1,2.3743,5,0,FALSE
"286","103","Comp","1",35,0,1.3797,5,0,TRUE
"287","103","Comp","0",0,0,1.0874,5,1,FALSE
"288","103","Comp","0",60,1,1.2566,5,1,TRUE
"289","103","Comp","1",45,0,1.947,5,0,TRUE
"290","103","Comp","1",65,1,2.5803,4,0,FALSE
"291","103","Comp","1",40,0,2.8918,3,0,TRUE
"292","103","Comp","0",40,0,2.3664,4,1,FALSE
"293","103","Comp","0",45,1,2.3997,3,1,TRUE
"294","103","Comp","0",55,1,2.4048,5,1,TRUE
"295","103","Comp","1",45,0,3.0936,3,0,TRUE
"296","103","Comp","0",60,1,1.5091,5,1,TRUE
"297","103","Comp","0",55,1,1.918,5,1,TRUE
"298","103","Comp","0",55,1,1.9404,5,1,TRUE
"299","103","Comp","1",50,0,1.8991,3,0,TRUE
"300","103","Comp","1",55,1,1.9866,4,0,FALSE
"301","103","Comp","0",40,0,1.3055,3,1,FALSE
"302","103","Comp","1",55,1,1.783,5,0,FALSE
"303","103","Comp","1",60,0,1.4715,1,0,TRUE
"304","103","Comp","0",50,1,1.3489,5,1,TRUE
"305","103","Comp","0",40,0,1.7334,4,1,FALSE
"306","103","Comp","0",55,1,1.0553,5,1,TRUE
"307","103","Comp","0",45,0,1.8113,3,1,FALSE
"308","103","Comp","1",50,1,2.526,3,0,FALSE
"309","103","Comp","0",55,1,2.0687,5,1,TRUE
"310","103","Comp","0",40,0,2.3549,4,1,FALSE
"311","103","Comp","1",35,0,1.7696,5,0,TRUE
"312","103","Comp","0",45,1,2.088,3,1,TRUE
"313","103","Comp","0",65,1,1.2942,5,1,TRUE
"314","103","Comp","0",60,1,1.0647,5,1,TRUE
"315","103","Comp","1",65,1,1.8833,5,0,FALSE
"316","103","Comp","1",45,0,2.8419,3,0,TRUE
"317","103","Comp","0",45,0,1.4129,3,1,FALSE
"318","103","Comp","1",40,0,1.5201,5,0,TRUE
"319","103","Comp","1",50,0,2.2217,3,0,TRUE
"320","103","Comp","0",60,1,1.2741,5,1,TRUE
"321","104","Comp","1",40,0,1.9524,5,0,TRUE
"322","104","Comp","1",45,0,1.4721,4,0,TRUE
"323","104","Comp","0",55,1,2.1633,4,1,TRUE
"324","104","Comp","1",45,1,4.9675,3,0,FALSE
"325","104","Comp","0",50,1,3.6586,4,1,TRUE
"326","104","Comp","0",40,1,2.1352,3,1,TRUE
"327","104","Comp","0",35,0,1.3152,5,1,FALSE
"328","104","Comp","1",60,1,3.0682,5,0,FALSE
"329","104","Comp","0",100,1,1.3398,5,1,TRUE
"330","104","Comp","0",40,0,1.4826,4,1,FALSE
"331","104","Comp","0",65,1,2.4395,5,1,TRUE
"332","104","Comp","1",55,0,1.5453,4,0,TRUE
"333","104","Comp","0",55,1,2.7161,4,1,TRUE
"334","104","Comp","1",60,1,1.6383,5,0,FALSE
"335","104","Comp","1",60,1,1.3416,5,0,FALSE
"336","104","Comp","0",55,1,3.0263,3,1,TRUE
"337","104","Comp","1",60,1,1.1648,5,0,FALSE
"338","104","Comp","1",55,1,2.2438,5,0,FALSE
"339","104","Comp","0",60,1,1.0088,5,1,TRUE
"340","104","Comp","1",40,0,0.9544,5,0,TRUE
"341","104","Comp","0",60,1,1.6959,5,1,TRUE
"342","104","Comp","0",50,1,1.9181,4,1,TRUE
"343","104","Comp","1",50,0,2.1774,4,0,TRUE
"344","104","Comp","1",55,1,1.9091,5,0,FALSE
"345","104","Comp","1",45,0,1.9327,5,0,TRUE
"346","104","Comp","1",50,1,1.2751,5,0,FALSE
"347","104","Comp","1",45,0,1.1889,5,0,TRUE
"348","104","Comp","0",50,1,2.5118,4,1,TRUE
"349","104","Comp","0",65,1,1.3262,5,1,TRUE
"350","104","Comp","0",55,1,1.0384,5,1,TRUE
"351","104","Comp","1",40,0,0.7111,3,0,TRUE
"352","104","Comp","0",60,1,1.302,5,1,TRUE
"353","104","Comp","0",40,0,2.8462,3,1,FALSE
"354","104","Comp","1",45,1,2.2102,5,0,FALSE
"355","104","Comp","1",55,1,3.1498,4,0,FALSE
"356","104","Comp","0",60,1,0.8623,5,1,TRUE
"357","104","Comp","0",65,1,1.9701,5,1,TRUE
"358","104","Comp","1",0,0,1.7545,5,0,TRUE
"359","104","Comp","0",0,0,0.7686,5,1,FALSE
"360","104","Comp","1",35,0,1.3504,5,0,TRUE
"361","104","Coop","1",35,0,3.2884,3,1,FALSE
"362","104","Coop","0",60,1,1.8128,5,0,FALSE
"363","104","Coop","1",55,1,1.1761,5,1,TRUE
"364","104","Coop","1",45,0,0.9789,5,1,FALSE
"365","104","Coop","1",45,0,0.9989,5,1,FALSE
"366","104","Coop","1",60,1,1.2463,5,1,TRUE
"367","104","Coop","1",50,1,1.3164,5,1,TRUE
"368","104","Coop","1",55,1,1.3025,5,1,TRUE
"369","104","Coop","1",50,1,0.7372,5,1,TRUE
"370","104","Coop","1",35,0,1.1752,5,1,FALSE
"371","104","Coop","1",35,0,2.5225,3,1,FALSE
"372","104","Coop","1",55,1,3.4579,3,1,TRUE
"373","104","Coop","1",45,0,0.8798,5,1,FALSE
"374","104","Coop","1",50,1,1.7352,4,1,TRUE
"375","104","Coop","1",50,0,2.8822,3,1,FALSE
"376","104","Coop","0",50,1,2.1981,4,0,FALSE
"377","104","Coop","0",60,1,2.0569,4,0,FALSE
"378","104","Coop","0",45,0,2.3698,3,0,TRUE
"379","104","Coop","0",45,0,2.095,3,0,TRUE
"380","104","Coop","1",50,1,0.8279,5,1,TRUE
"381","104","Coop","0",50,1,1.0783,3,0,FALSE
"382","104","Coop","0",55,1,0.8253,4,0,FALSE
"383","104","Coop","0",40,0,0.71,4,0,TRUE
"384","104","Coop","1",55,1,2.5855,3,1,TRUE
"385","104","Coop","0",55,1,2.4952,4,0,FALSE
"386","104","Coop","0",50,1,2.5947,3,0,FALSE
"387","104","Coop","0",60,1,1.4576,5,0,FALSE
"388","104","Coop","1",60,1,1.9322,4,1,TRUE
"389","104","Coop","1",40,0,1.4747,3,1,FALSE
"390","104","Coop","0",35,0,0.7144,5,0,TRUE
"391","104","Coop","0",45,0,0.8679,4,0,TRUE
"392","104","Coop","0",40,1,2.821,3,0,FALSE
"393","104","Coop","1",65,1,1.0795,5,1,TRUE
"394","104","Coop","1",55,1,4.3339,4,1,TRUE
"395","104","Coop","0",55,1,2.1215,4,0,FALSE
"396","104","Coop","0",55,1,2.9329,4,0,FALSE
"397","104","Coop","1",60,1,1.3205,5,1,TRUE
"398","104","Coop","1",50,1,3.7271,4,1,TRUE
"399","104","Coop","0",35,0,0.8184,5,0,TRUE
"400","104","Coop","0",45,1,3.8303,4,0,FALSE
"401","104","Comp","1",50,1,2.3617,4,0,FALSE
"402","104","Comp","1",50,1,3.6992,4,0,FALSE
"403","104","Comp","0",45,0,2.5312,4,1,FALSE
"404","104","Comp","0",50,1,1.3633,5,1,TRUE
"405","104","Comp","0",35,0,1.5032,4,1,FALSE
"406","104","Comp","0",55,1,1.3728,5,1,TRUE
"407","104","Comp","0",45,0,2.6078,3,1,FALSE
"408","104","Comp","1",35,0,2.2944,5,0,TRUE
"409","104","Comp","1",55,1,2.1711,5,0,FALSE
"410","104","Comp","1",65,1,1.1044,5,0,FALSE
"411","104","Comp","1",40,0,0.9574,5,0,TRUE
"412","104","Comp","1",65,1,1.8656,5,0,FALSE
"413","104","Comp","0",40,0,3.1957,5,1,FALSE
"414","104","Comp","0",50,0,3.8755,4,1,FALSE
"415","104","Comp","1",50,0,2.6216,4,0,TRUE
"416","104","Comp","0",45,1,0.7173,5,1,TRUE
"417","104","Comp","1",55,0,3.229,4,0,TRUE
"418","104","Comp","0",35,0,3.0373,3,1,FALSE
"419","104","Comp","0",55,1,0.7805,5,1,TRUE
"420","104","Comp","1",45,1,1.8784,4,0,FALSE
"421","104","Comp","0",50,1,1.0426,5,1,TRUE
"422","104","Comp","0",55,1,0.8479,5,1,TRUE
"423","104","Comp","1",45,1,3.0728,4,0,FALSE
"424","104","Comp","1",50,1,2.3176,5,0,FALSE
"425","104","Comp","0",60,1,2.2518,5,1,TRUE
"426","104","Comp","1",35,0,0.8296,5,0,TRUE
"427","104","Comp","1",60,1,0.6619,5,0,FALSE
"428","104","Comp","1",40,0,3.406,4,0,TRUE
"429","104","Comp","1",65,1,1.2782,5,0,FALSE
"430","104","Comp","1",55,1,1.3589,5,0,FALSE
"431","104","Comp","0",45,1,1.5577,4,1,TRUE
"432","104","Comp","0",40,0,2.5024,5,1,FALSE
"433","104","Comp","0",45,0,2.4778,5,1,FALSE
"434","104","Comp","0",50,1,1.74,5,1,TRUE
"435","104","Comp","1",50,0,3.4736,2,0,TRUE
"436","104","Comp","0",45,0,2.5418,3,1,FALSE
"437","104","Comp","0",50,1,1.1611,5,1,TRUE
"438","104","Comp","1",50,1,1.2734,5,0,FALSE
"439","104","Comp","0",45,1,1.7958,3,1,TRUE
"440","104","Comp","1",100,1,0.9165,5,0,FALSE
"441","104","Coop","0",40,0,2.7398,2,0,TRUE
"442","104","Coop","1",100,1,1.1329,5,1,TRUE
"443","104","Coop","1",55,1,0.8483,5,1,TRUE
"444","104","Coop","1",45,0,0.6792,5,1,FALSE
"445","104","Coop","1",45,0,3.4095,4,1,FALSE
"446","104","Coop","0",50,1,1.9302,5,0,FALSE
"447","104","Coop","1",40,0,1.722,4,1,FALSE
"448","104","Coop","1",60,1,1.6789,5,1,TRUE
"449","104","Coop","0",50,1,2.9713,4,0,FALSE
"450","104","Coop","1",65,1,1.0949,5,1,TRUE
"451","104","Coop","0",55,1,2.5477,4,0,FALSE
"452","104","Coop","0",35,0,1.9353,5,0,TRUE
"453","104","Coop","1",40,0,1.0202,5,1,FALSE
"454","104","Coop","1",65,1,0.5382,5,1,TRUE
"455","104","Coop","1",40,0,2.1789,4,1,FALSE
"456","104","Coop","0",65,1,1.3308,4,0,FALSE
"457","104","Coop","0",40,0,0.7605,5,0,TRUE
"458","104","Coop","0",65,1,1.0415,5,0,FALSE
"459","104","Coop","0",60,1,2.7183,5,0,FALSE
"460","104","Coop","0",50,1,2.5979,5,0,FALSE
"461","104","Coop","0",55,1,1.0105,5,0,FALSE
"462","104","Coop","0",0,0,0.4429,5,0,TRUE
"463","104","Coop","1",50,1,1.194,4,1,TRUE
"464","104","Coop","0",40,1,2.1642,5,0,FALSE
"465","104","Coop","0",100,1,0.9418,5,0,FALSE
"466","104","Coop","1",60,1,1.761,5,1,TRUE
"467","104","Coop","1",40,0,1.0076,5,1,FALSE
"468","104","Coop","0",45,1,1.9382,5,0,FALSE
"469","104","Coop","0",45,1,2.9468,4,0,FALSE
"470","104","Coop","1",45,1,1.8056,5,1,TRUE
"471","104","Coop","1",0,0,1.164,5,1,FALSE
"472","104","Coop","0",45,0,2.0477,5,0,TRUE
"473","104","Coop","0",50,1,1.3685,5,0,FALSE
"474","104","Coop","1",50,1,0.9122,3,1,TRUE
"475","104","Coop","1",45,1,2.8241,2,1,TRUE
"476","104","Coop","0",50,1,2.7539,5,0,FALSE
"477","104","Coop","1",55,1,1.4163,5,1,TRUE
"478","104","Coop","0",55,1,0.9408,5,0,FALSE
"479","104","Coop","0",60,1,0.7927,5,0,FALSE
"480","104","Coop","0",65,1,1.538,5,0,FALSE
"481","105","Comp","0",60,1,1.6232,5,1,TRUE
"482","105","Comp","0",55,1,1.7624,5,1,TRUE
