subj_idx,stim,response,rt,condition,want2see
2016,-0.5,0,0.8592,-1,1
2016,1.5,1,1.1429,-1,0
2016,0.5,1,1.7867,-1,0
2016,0,1,2.0942,-1,0
2016,-1.5,0,0.8849,1,0
2016,-1,0,1.1741,1,0
2016,0,1,1.0803,-1,0
2016,0,1,2.7525,1,1
2016,-0.5,0,1.0206,1,0
2016,0.5,1,1.3663,-1,0
2016,0,0,1.5666,-1,1
2016,0,1,2.2763,1,1
2016,0,0,1.846,1,0
2016,1,1,1.1558,1,1
2016,1.5,1,0.8207,1,1
2016,-0.5,0,1.7783,-1,1
2016,1.5,1,0.9909,1,1
2016,0,0,3.0415,-1,1
2016,0.5,1,0.9904,1,1
2016,0.5,1,0.9429,1,1
2016,-1,0,1.6184,-1,1
2016,0.5,1,2.8626,1,1
2016,0,0,1.3212,-1,1
2016,1.5,1,0.9974,-1,0
2016,0.5,1,1.0648,1,1
2016,-5,0,1.501,-1,1
2016,-1,0,1.2587,-1,1
2016,-1,0,0.8215,-1,1
2016,0.5,1,1.4807,-1,0
2016,0.5,1,1.2473,1,1
2016,1,1,1.1629,-1,0
2016,0,1,1.1488,-1,1
2016,-1,0,1.136,-1,0
2016,-1,0,1.7206,-1,0
2016,-0.5,0,1.3791,-1,0
2016,-0.5,0,2.6417,1,1
2016,0,1,2.037,1,0
2016,-0.5,1,1.1512,1,0
2016,1,1,1.1491,-1,1
2016,0,0,3.0444,-1,0
2016,0.5,1,1.3672,-1,1
2016,0.5,0,2.038,1,1
2016,-1.5,0,1.099,1,1
2016,-1,0,1.3537,1,1
2016,-0.5,0,0.9635,1,1
2016,1,1,1.2725,1,0
2016,0.5,1,0.9018,-1,1
2016,1.5,1,1.2589,-1,1
2016,5,1,1.3278,1,0
2016,-0.5,0,0.9513,-1,0
2016,-1,0,1.6837,-1,0
2016,1.5,1,0.936,1,0
2016,-5,0,0.9574,1,1
2016,-1.5,0,1.1604,-1,0
2016,-0.5,0,2.4913,1,1
2016,-5,0,1.0805,-1,0
2016,0.5,1,1.3596,-1,1
2016,0,1,1.93,-1,1
2016,0.5,1,1.0162,-1,1
2016,-1.5,0,0.9745,1,1
2016,-1,0,2.0333,1,1
2016,-1,0,1.6329,1,1
2016,1,1,1.1195,-1,1
2016,0,1,1.4358,-1,1
2016,-1,0,1.6822,-1,0
2016,1.5,1,1.241,1,0
2016,5,1,0.8817,-1,1
2016,0,1,1.2694,-1,1
2016,-1,0,1.1587,1,1
2016,0,1,1.876,1,0
2016,0,1,1.9058,1,0
2017,5,1,1.0469,1,1
2017,0,1,2.2699,1,1
2017,1,1,1.238,-1,0
2017,1.5,1,1.3221,1,1
2017,-0.5,0,2.41,-1,1
2017,0.5,1,3.1476,1,1
2017,0.5,1,1.3478,-1,0
2017,0,0,2.3343,1,0
2017,1,1,1.586,1,1
2017,1.5,1,1.2589,-1,0
2017,1,1,2.5309,-1,0
2017,0,0,3.2663,1,0
2017,1,1,1.3213,1,1
2017,-0.5,0,1.7787,1,0
2017,-1.5,0,0.997,-1,1
2017,0.5,1,2.7346,-1,0
2017,0.5,1,2.9388,-1,0
2017,-0.5,0,1.0938,1,0
2017,0,1,2.2644,-1,0
2017,0.5,0,2.389,-1,1
2017,0,0,1.1967,1,0
2017,0,1,2.2259,1,1
2017,-1.5,0,0.7628,1,0
2017,0,0,1.5963,1,0
2017,-1,0,1.6102,-1,1
2017,-1,0,1.2365,1,0
2017,-1.5,0,1.3054,-1,1
2017,0.5,1,1.3897,-1,0
2017,-1,0,1.0897,-1,1
2017,1,1,1.0154,-1,0
2017,-0.5,0,2.5139,1,0
2017,0.5,1,2.4207,1,1
2017,0.5,1,1.9283,1,1
2017,-1.5,0,0.748,-1,1
2017,-1.5,0,0.9416,1,0
2017,-0.5,1,2.2437,-1,0
2017,-0.5,1,2.2232,-1,0
2017,-1,0,1.2209,-1,1
2017,0,1,2.9841,-1,0
2017,-1,0,0.9759,-1,1
2017,0.5,1,1.7844,-1,1
2017,-0.5,0,1.8235,1,1
2017,-0.5,1,2.4968,-1,1
2017,1,1,1.4754,-1,1
2017,-1,0,1.0871,-1,0
2017,0,1,2.885,-1,1
2017,0.5,1,2.2297,1,0
2017,-1.5,0,1.7384,-1,0
2017,0.5,1,1.2787,-1,1
2017,5,1,0.9545,-1,1
2017,0.5,1,2.6363,-1,1
2017,0,0,3.055,1,1
2017,1,1,1.0304,-1,1
2017,1,1,1.9659,1,0
2017,0,1,3.9422,1,0
2017,-1.5,0,1.2316,1,1
2017,1,1,2.334,-1,1
2017,0.5,1,1.1618,-1,1
2017,1.5,1,1.1375,1,0
2017,0,0,1.0884,1,1
2017,0.5,1,1.5814,1,0
2017,-1.5,0,0.8361,1,1
2017,1,1,0.9818,-1,1
2017,-1,0,1.4037,1,1
2017,5,1,1.0696,1,0
2017,-1,1,2.0779,1,0
2017,1.5,1,2.2219,1,0
2017,0,0,2.5507,-1,0
2017,0.5,1,1.3295,1,0
2017,0.5,0,2.4691,-1,0
2017,-5,0,1.2172,-1,0
2017,-1,0,2.2802,-1,0
2017,-0.5,1,3.3941,1,0
2017,-0.5,1,3.2001,1,0
2017,0.5,1,1.3496,-1,1
2017,-0.5,0,2.8255,-1,0
2017,1,1,1.7962,-1,1
2017,0,0,2.1239,1,1
2017,-5,0,1.6837,1,1
2017,0,1,2.2528,-1,1
2017,0,1,0.9122,-1,0
2017,-1,0,2.0161,1,0
2017,0.5,1,2.1395,-1,0
2017,1.5,1,1.1248,1,1
2017,0.5,1,1.8203,1,1
2017,-5,0,0.969,1,0
2017,-5,0,1.2521,-1,1
2017,0.5,1,1.361,-1,0
2017,-1,0,2.7028,-1,1
2017,1.5,1,1.2828,-1,0
2017,0,1,2.8366,-1,0
2017,0.5,1,3.2843,1,1
2017,-1,1,1.2446,1,1
2017,1,1,0.9829,-1,0
2017,0,1,2.762,-1,0
2017,0,1,2.7653,1,1
2017,1.5,1,2.4484,1,1
2017,1.5,1,0.9757,-1,0
2017,0,1,1.7582,-1,0
2017,1,1,2.2577,1,1
2017,1,1,1.2293,1,1
2017,0,1,2.3137,1,1
2017,0,1,2.3771,-1,0
2017,-0.5,0,1.9961,-1,1
2017,-0.5,0,2.3617,1,0
2017,-0.5,1,1.0426,1,1
2017,0,0,2.3983,-1,1
2017,-1,0,2.4656,1,0
2017,-0.5,1,3.2957,1,1
2017,-0.5,0,2.553,-1,1
2017,0.5,1,1.8921,1,1
2017,0.5,1,1.1023,1,1
2017,-1,0,1.3851,1,0
2017,5,1,1.08,-1,0
2017,-0.5,0,2.6314,-1,1
2017,-1.5,0,0.7604,1,0
2017,-0.5,1,2.6845,1,1
2017,-0.5,1,0.974,-1,0
2017,1,1,2.1985,-1,0
2017,1,1,2.0933,1,1
2017,-1.5,0,1.0379,1,1
2017,-1,0,1.4173,-1,0
2017,0.5,1,0.9817,1,0
2017,-0.5,1,1.8628,1,0
2017,0,1,1.941,-1,1
2017,-1,0,0.9179,-1,0
2017,-0.5,0,2.3178,-1,0
2017,-1,1,3.2299,1,0
2017,0.5,1,0.9061,1,0
2017,-0.5,1,2.6138,1,0
2017,-0.5,0,2.4429,1,1
2017,-0.5,0,2.2914,1,1
2017,1,1,1.0613,1,0
2017,0,1,1.3624,1,0
2017,-1,0,0.836,-1,0
2017,-0.5,1,1.757,-1,1
2017,-1.5,0,0.7583,-1,0
2017,-0.5,1,2.6758,-1,1
2017,0,1,0.8393,1,0
2017,0,1,2.2937,-1,1
2017,-1,0,1.9382,1,1
2017,0.5,1,0.8717,1,0
2017,1.5,1,1.1639,-1,1
2017,0,0,2.6934,-1,0
2017,-1,0,1.8659,1,1
2017,0.5,1,0.9957,1,0
2017,0.5,1,0.7616,-1,1
2017,1,1,0.7827,1,0
2017,0,1,0.9849,1,0
2017,-0.5,1,1.7283,-1,1
2017,1.5,1,1.2518,1,0
2017,-1.5,0,0.9434,-1,0
2017,0,1,1.8453,-1,1
2017,1,1,2.1813,1,0
2017,0,1,2.7783,1,0
2017,1.5,1,1.6692,-1,1
2017,0,0,0.9576,-1,0
2017,-0.5,1,1.4617,-1,1
2017,1,1,1.8552,1,0
2017,1.5,1,1.1783,-1,1
2018,0.5,1,3.0345,-1,1
2018,1.5,1,1.3263,1,0
2018,0.5,1,1.1232,1,0
2018,1.5,1,2.1903,-1,1
2018,-1,0,1.9905,-1,0
2018,0.5,0,2.3637,-1,0
2018,0,1,2.0429,-1,1
2018,-1.5,0,2.2564,1,1
2018,1,1,1.0894,1,0
2018,-1,0,2.2588,1,1
2018,0,1,2.5787,1,0
2018,0.5,1,1.7955,1,0
2018,-1,0,1.3773,-1,0
2018,-0.5,0,2.955,-1,0
2018,-1,0,1.6327,1,1
2018,0,1,2.1381,-1,1
2018,-0.5,0,3.3969,-1,0
2018,-1,1,2.7057,1,0
2018,1,1,1.5035,-1,1
2018,1.5,1,2.2961,-1,1
2018,0.5,1,1.461,1,0
2018,-1,1,1.5447,1,0
2018,0.5,1,1.55,1,0
2018,0.5,0,2.7921,-1,0
2018,-0.5,1,1.3205,1,0
2018,-0.5,0,1.5812,-1,0
2018,0,1,3.3496,-1,1
2018,0.5,1,1.0731,1,0
2018,-5,0,1.9936,1,1
2018,1,1,1.2908,-1,1
2018,-1,0,1.6049,-1,0
2018,0.5,1,1.9728,-1,1
2018,0,1,1.4392,1,0
2018,1.5,1,1.0754,1,0
2018,-1.5,0,1.2715,1,1
2018,-1.5,0,1.3372,-1,0
2018,0.5,1,1.9826,-1,1
2018,-0.5,0,2.1161,1,1
2018,0,0,1.5045,-1,0
2018,1.5,1,1.3777,-1,1
2018,-1,0,2.1782,-1,1
2018,0,1,3.4312,1,1
2018,-0.5,0,3.8802,-1,1
2018,0,0,3.5566,-1,1
2018,-1.5,0,1.6198,1,0
2018,-1,0,2.3791,-1,1
2018,0,1,2.5675,1,1
2018,-1,0,1.2426,-1,1
2018,0,1,3.1079,1,1
2018,-1.5,0,3.1998,-1,1
2018,1.5,1,1.0376,1,1
2018,1,1,1.1106,1,1
2018,-1,0,2.0335,1,0
2018,-0.5,0,1.9435,1,0
2018,0.5,1,1.1087,-1,0
2018,-0.5,0,1.9041,1,0
2018,0,0,1.9749,-1,1
2018,-1,0,3.3407,1,0
2018,0.5,1,1.7537,-1,0
2018,0,0,1.4844,-1,1
2018,1.5,1,1.0868,-1,0
2018,-0.5,0,1.4985,-1,1
2018,1,1,1.5068,-1,0
2018,-0.5,0,2.4832,-1,1
2018,0.5,1,1.283,-1,0
2018,1.5,1,1.072,1,1
2018,0,1,1.1817,1,1
2018,-1,0,1.0818,1,0
2018,0,1,2.1045,-1,0
2018,-1.5,0,0.9005,-1,1
2018,0,1,1.7385,1,1
2018,-5,0,1.8643,1,0
2018,0,1,1.1595,1,1
2018,0,1,1.8711,-1,0
2018,0,0,1.2823,-1,1
2018,5,1,0.7661,1,1
2018,-0.5,0,2.1471,1,0
2018,1.5,1,1.1568,-1,0
2018,-0.5,0,1.2153,-1,1
2018,5,1,1.837,-1,0
2018,0,1,1.8276,1,0
2018,-5,0,1.0668,-1,0
2018,-1,0,1.3884,-1,0
2018,0,1,1.9138,-1,1
2018,1,1,1.0482,1,0
2018,0.5,1,1.4133,1,0
2018,-1,1,2.4382,1,0
2018,0,0,1.2617,-1,0
2018,0,1,2.45,1,0
2018,0,1,1.4401,1,0
2018,-1,0,1.1692,-1,0
2018,5,1,0.9322,-1,1
2018,1,1,1.0057,-1,1
2018,-0.5,1,1.2048,1,0
2018,-0.5,0,2.9087,1,1
2018,-1.5,0,1.1167,1,1
2018,0,0,2.6427,1,1
2018,-0.5,0,1.0717,-1,0
2018,5,1,0.9874,1,0
2018,-1.5,0,1.0142,-1,0
2018,0,1,1.208,1,0
2018,0,0,1.3687,-1,0
2018,-0.5,0,2.9781,1,1
2018,0.5,1,1.0775,1,0
2018,1,1,1.1455,1,0
2018,1,1,0.8733,1,0
2018,0.5,1,0.9785,-1,1
2018,1.5,1,0.9543,1,0
2018,1,1,1.1253,1,0
2018,1,1,2.3056,-1,1
2018,-0.5,0,2.2187,-1,0
2018,0.5,1,1.5856,-1,1
2018,-0.5,1,0.757,1,0
2018,1,1,1.1467,-1,1
2018,0,1,2.9551,1,0
2018,-0.5,0,2.2441,1,1
2018,-0.5,0,2.878,-1,0
2018,-1.5,0,1.0735,-1,0
2018,0,1,2.2024,-1,1
2018,-0.5,0,0.9163,-1,0
2018,0.5,1,1.4084,1,1
2018,-1,0,1.3841,1,0
2018,-1,0,2.737,1,0
2018,1,1,1.1087,-1,0
2018,1,1,0.8658,1,1
2018,1.5,1,1.1536,-1,0
2018,1,1,0.7558,1,1
2018,-1.5,0,0.8373,-1,1
2018,0.5,1,1.5649,-1,0
2018,0,1,1.1215,1,1
2018,-1,0,1.8045,-1,1
2018,1,1,0.7997,1,1
2018,0.5,1,0.9435,1,1
2018,-5,0,0.9244,-1,1
2018,-0.5,1,2.6331,1,1
2018,-0.5,0,1.7383,-1,1
2018,0.5,1,2.0109,-1,0
2018,-0.5,0,0.8478,-1,1
2018,1,1,1.1162,-1,0
2018,0.5,1,1.1648,-1,0
2018,1,1,1.1265,-1,0
2018,0.5,1,1.2263,-1,0
2018,-0.5,0,0.9192,-1,1
2018,0,1,1.5068,1,1
2018,0,0,2.5538,-1,1
2018,0,1,1.023,-1,0
2018,0.5,1,1.9122,1,1
2018,-0.5,0,1.1021,1,0
2018,1,1,1.8422,1,1
2018,-1,0,1.6482,-1,1
2018,-1.5,0,0.9504,1,0
2018,1,1,0.7317,-1,0
2018,-0.5,1,1.5393,1,1
2018,1.5,1,0.862,1,1
2018,0.5,0,2.6781,1,0
2018,0.5,1,0.8537,1,1
2018,0.5,1,1.0435,1,1
2018,-1.5,0,1.4046,1,0
2018,-0.5,1,1.5691,1,1
2018,0.5,1,2.4437,1,1
2019,0,1,2.8422,-1,1
2019,0,1,2.1596,-1,1
2019,0,1,1.1773,1,0
2019,-0.5,0,3.3801,1,1
2019,1.5,1,1.2628,-1,1
2019,0,1,1.3129,1,0
2019,-0.5,0,3.2526,-1,0
2019,0,1,0.8337,1,0
2019,5,1,1.0322,1,0
2019,-1.5,0,1.6781,-1,0
2019,-1,0,1.027,1,1
2019,1.5,1,1.2575,-1,1
2019,5,1,0.9934,-1,1
2019,1,1,1.5342,1,0
2019,-1.5,0,1.2308,1,1
2019,0,1,2.009,1,0
2019,0,1,0.705,-1,1
2019,0.5,1,1.605,1,0
2019,1.5,1,0.8224,1,0
2019,1,1,1.6728,-1,1
2019,0.5,1,3.0398,1,0
2019,-0.5,1,1.4518,-1,1
2019,1,1,1.0793,-1,1
2019,-0.5,0,2.8874,-1,0
2019,1.5,1,2.4948,-1,1
2019,-1.5,0,0.9849,1,1
2019,-1,0,1.0583,1,1
2019,-1,0,0.807,-1,0
2019,-1,0,0.9214,1,1
2019,0,1,2.4471,-1,1
2019,-5,0,0.97,-1,0
2019,0.5,1,2.2942,-1,1
2019,-0.5,0,2.1473,1,1
2019,-1,0,2.2448,1,1
2019,0.5,0,1.8136,-1,0
2019,0.5,0,2.149,-1,0
2019,-0.5,1,1.615,1,0
2019,1.5,1,1.231,1,0
2019,0,0,2.055,-1,0
2019,0.5,1,1.0233,-1,0
2019,-1.5,0,0.8634,1,0
2019,1,1,1.2387,-1,0
2019,0.5,1,2.3025,1,1
2019,-1,0,2.4825,1,0
2019,-0.5,1,2.7541,1,1
2019,0.5,1,3.0702,1,1
2019,1,1,1.0367,-1,0
2019,-1,1,2.5379,1,1
2019,-0.5,1,1.6506,-1,0
2019,-1,0,0.8503,-1,1
2019,1.5,1,1.3535,-1,0
2019,-5,0,1.3335,1,0
2019,-0.5,1,2.4132,-1,0
2019,1.5,1,1.0228,1,1
2019,-1,0,2.1193,-1,1
2019,0.5,1,1.2705,-1,0
2019,1.5,1,2.0018,1,1
2019,0.5,1,2.9778,1,1
2019,-1,0,1.5394,1,0
2019,0.5,1,1.1219,1,1
2019,0,1,1.1454,-1,0
2019,1,1,1.1066,1,1
2019,0,1,2.0948,-1,0
2019,0.5,1,1.369,-1,0
2019,-1.5,1,2.4776,1,1
2019,-0.5,1,1.6184,-1,0
2019,1.5,1,2.244,1,1
2019,-0.5,0,1.055,-1,1
2019,-1.5,0,1.1994,-1,1
2019,-1,0,1.2387,-1,1
2019,0,1,1.2137,1,1
2019,0,1,1.2329,-1,0
2019,0,1,0.9503,1,1
2019,-0.5,1,3.6428,-1,0
2019,0.5,1,1.9593,-1,0
2019,1,1,1.2885,1,0
2019,-1.5,0,1.1333,-1,0
2019,-1.5,0,0.7484,1,1
2019,0,1,1.6834,1,0
2019,0.5,1,1.4691,-1,1
2019,0.5,1,1.2582,1,0
2019,1,1,1.4934,1,0
2019,0.5,1,1.6845,-1,1
2019,-1,0,2.5128,1,1
2019,0,1,1.0436,-1,1
2019,-5,0,1.0387,1,1
2019,1,1,1.1644,-1,1
2019,0.5,1,2.5892,-1,1
2019,-1,0,0.8555,-1,0
2019,1,1,0.98,-1,1
2019,-0.5,1,2.5386,1,0
2019,0.5,1,1.5084,1,0
2019,0.5,1,1.1064,1,0
2019,0,1,1.2976,-1,1
2019,-0.5,0,1.3434,1,1
2019,1.5,1,0.9832,1,0
2019,-1,0,2.2812,-1,0
2019,-0.5,0,2.0372,-1,0
2019,1,1,2.5945,-1,1
2019,0,1,1.9514,-1,1
2019,-1,0,2.2985,-1,0
2019,0,1,1.2488,1,0
2019,0,0,2.7854,1,1
2019,1,1,2.5397,1,0
2019,0,1,3.2945,1,0
2019,-1,0,0.8101,-1,0
2019,-0.5,0,2.3885,-1,0
2019,0.5,1,2.7747,1,0
2019,0.5,1,0.9846,1,0
2019,-1.5,0,1.2233,-1,0
2019,1,1,1.6556,1,0
2019,-0.5,0,2.102,-1,0
2019,0.5,1,1.5975,-1,1
2019,-0.5,1,0.6962,1,0
2019,0,1,1.0385,-1,0
2019,-1,1,1.4939,-1,0
2019,0.5,1,2.0102,-1,0
2019,1.5,1,1.1138,-1,0
2019,0,1,2.2953,-1,0
2019,0.5,1,0.7695,-1,0
2019,1,1,0.8448,-1,0
2019,5,1,1.3369,-1,0
2019,0,1,1.4888,1,1
2019,1,1,1.2964,1,1
2019,-0.5,0,2.468,1,0
2019,0.5,1,0.8715,-1,0
2019,1,1,1.6914,-1,0
2019,-0.5,1,1.3685,1,1
2019,-5,0,1.0259,-1,1
2019,-1,0,1.7232,1,0
2019,-0.5,1,3.2212,1,1
2019,-1.5,0,1.8912,-1,1
2019,0,1,2.0074,1,1
2019,5,1,1.3677,1,1
2019,0.5,1,1.1844,1,1
2019,0.5,0,2.3011,1,0
2019,0,1,0.9284,1,1
2019,1,1,2.2401,1,1
2019,-0.5,1,1.1348,1,1
2019,-1,0,0.794,-1,1
2019,1,1,1.7464,-1,0
2019,1,1,0.8442,1,1
2019,0,1,1.2022,1,1
2019,-0.5,0,2.8788,-1,1
2019,0,1,2.2361,-1,0
2019,1.5,1,0.8996,-1,0
2019,0.5,1,0.9259,1,1
2019,0,0,2.7263,-1,1
2019,0,1,1.3556,-1,0
2019,0,1,3.4785,1,1
2019,-1.5,0,1.2745,1,0
2019,-1,1,2.5877,1,1
2019,-0.5,0,2.3364,-1,1
2019,-1.5,0,0.9101,-1,1
2020,-1,0,1.6752,1,0
2020,-1,0,1.1813,-1,1
2020,-0.5,1,3.4076,1,1
2020,0,0,2.8476,-1,1
2020,0.5,0,3.5103,-1,1
2020,1,1,1.6391,1,1
2020,0,0,3.5771,1,0
2020,0.5,1,3.7124,1,1
2020,0.5,1,2.0233,-1,0
2020,0.5,0,2.3137,-1,1
2020,0.5,0,3.1803,-1,1
2020,-0.5,0,2.9029,-1,1
2020,-1.5,0,1.8048,1,0
2020,0,0,2.2901,-1,1
2020,-0.5,0,1.508,-1,1
2020,1,1,1.4126,-1,0
2020,0,0,1.1697,-1,1
2020,-0.5,0,2.0231,1,0
2020,1,1,1.7702,-1,0
2020,-0.5,0,1.2766,-1,1
2020,-1,0,1.7581,1,0
2020,1.5,1,1.6837,1,1
2020,1,0,2.6059,-1,1
2020,-0.5,0,1.2085,-1,1
2020,-0.5,0,3.4598,-1,1
2020,0.5,1,2.043,1,1
2020,1.5,1,1.7187,1,1
2020,-1,0,1.5194,1,0
2020,0,1,2.6231,1,1
2020,-5,0,2.162,-1,1
2020,0,0,2.3118,1,0
2020,0,1,1.411,1,1
2020,1,1,1.4249,1,1
2020,0,0,2.0427,-1,1
2020,1.5,1,1.1951,-1,0
2020,-5,0,1.8798,1,0
2020,0.5,0,3.4214,-1,1
2020,-1.5,0,1.7717,1,0
2020,0.5,1,1.5229,1,1
2020,-1.5,0,1.7014,-1,1
2020,5,1,2.956,-1,1
2020,-5,0,3.289,1,1
2020,0.5,0,3.5827,-1,0
2020,0,0,1.6974,-1,0
2020,0.5,1,3.3624,-1,1
2020,-1.5,0,2.306,-1,0
2020,-1.5,0,3.9704,1,1
2020,-0.5,0,1.5259,-1,0
2020,-0.5,0,2.7837,1,1
2020,-0.5,0,3.1737,1,1
2020,1,1,1.1129,1,0
2020,-0.5,0,3.0737,1,1
2020,-1,0,1.8467,1,1
2020,0.5,1,1.152,1,0
2020,1,1,1.452,1,0
2020,-0.5,0,1.6371,-1,0
2020,0,0,2.2491,1,1
2020,-1,0,2.1304,1,1
2020,0,0,2.6231,-1,0
2020,-1,0,1.2481,-1,0
2020,1.5,1,1.9696,1,0
2020,-1,0,1.7181,-1,0
2020,0,1,1.231,1,0
2020,1,1,1.4705,1,0
2020,0.5,1,2.1786,1,0
2020,-1,0,2.1939,-1,0
2020,-0.5,0,2.0557,1,1
2020,-1,0,1.4094,-1,0
2020,0,0,2.4583,-1,0
2020,1.5,1,1.2839,1,0
2020,1.5,1,1.1531,1,0
2020,-1,0,2.135,1,1
2020,0,0,1.8995,1,1
2020,0.5,1,1.4465,1,0
2020,0,0,2.0201,1,1
2020,-0.5,0,2.273,1,1
2020,0.5,0,2.3376,-1,0
2020,0,0,2.609,-1,0
2020,1,1,1.9615,1,0
2020,-1,0,1.0364,1,0
2020,0,0,2.7046,-1,1
2020,-0.5,0,1.8405,1,0
2020,0,0,1.5707,1,0
2020,1,1,1.8694,-1,0
2020,0,1,1.8286,1,1
2020,-1.5,0,1.5641,-1,1
2020,-0.5,0,1.208,1,0
2020,0,1,1.5547,-1,0
2020,0,1,1.7059,-1,0
2020,0.5,1,1.8846,1,1
2020,0.5,0,2.8423,-1,1
2020,-0.5,0,1.6615,1,0
2020,1,1,1.429,1,1
2020,0.5,1,2.2873,-1,0
2020,0,1,2.5518,1,1
2020,-1,0,1.9084,-1,1
2020,-1.5,0,0.7507,-1,1
2020,1.5,1,1.1615,-1,0
2020,-1.5,0,1.2847,1,0
2020,5,1,1.1298,1,1
2020,-1,0,1.1002,-1,1
2020,0.5,1,1.4296,1,1
2020,-0.5,1,2.2909,1,1
2020,0.5,0,3.0698,1,0
2020,-1,0,1.2091,1,0
2020,1,1,1.2521,1,1
2020,1,1,2.6288,1,1
2020,1.5,1,1.6845,-1,0
2020,1.5,1,1.0773,1,1
2020,-1,0,1.3104,-1,1
2020,-0.5,0,1.538,-1,1
2020,1,1,1.9961,-1,0
2020,-0.5,0,1.8508,1,0
2020,0,1,1.6519,1,1
2020,-1,0,2.2656,-1,1
2020,0,0,2.2229,-1,1
2020,5,1,1.7315,-1,0
2020,0.5,1,2.5069,1,1
2020,-0.5,0,2.7694,-1,1
2020,-1.5,0,1.7897,1,1
2020,-0.5,0,1.6419,-1,0
2020,0,1,1.8718,1,0
2020,5,1,0.7977,1,0
2020,0,1,2.1666,-1,1
2020,-0.5,0,1.7516,-1,0
2020,0.5,0,2.6212,-1,0
2020,0.5,0,2.8115,-1,0
2020,-0.5,0,1.3186,1,1
2020,1.5,1,1.2557,-1,1
2020,1.5,1,1.3062,-1,1
2020,1,1,2.186,-1,1
2020,-0.5,0,1.1715,-1,0
2020,-1.5,0,0.9281,-1,0
2020,1,1,1.6287,-1,1
2020,1,1,1.8345,-1,1
2020,0,0,2.2952,1,1
2020,1,1,1.6622,-1,1
2020,-1,0,1.6975,1,1
2020,0,1,1.1136,1,0
2020,1.5,1,1.5417,-1,1
2020,-1.5,0,2.0203,1,1
2020,0.5,1,1.2119,1,0
2020,-0.5,0,1.3179,1,1
2020,0.5,1,1.1326,1,0
2020,-1,0,1.1681,-1,0
2020,1,0,2.3325,1,1
2020,-5,0,1.0809,-1,0
2020,-0.5,0,2.5944,-1,0
2020,0.5,1,1.155,1,0
2020,1,1,2.16,-1,1
2020,0,1,2.0043,1,0
2020,-1,0,1.5669,1,1
2020,0,0,1.3726,-1,0
2020,-0.5,1,2.1483,-1,1
2020,0.5,1,2.1356,-1,1
2020,0,0,1.0398,-1,0
2020,0.5,1,1.5104,-1,1
2020,0.5,1,2.1361,1,0
2020,-1.5,0,1.3475,-1,0
2021,1,1,2.0088,-1,0
2021,0,0,1.2973,-1,1
2021,-0.5,0,1.6831,1,0
2021,-1,1,2.842,1,1
2021,-0.5,0,2.0038,1,0
2021,0.5,1,1.9426,1,1
2021,-0.5,0,3.511,1,0
2021,-0.5,0,1.6232,-1,1
2021,1,1,2.8524,-1,0
2021,-0.5,0,1.4078,-1,1
2021,0,0,1.6128,-1,1
2021,1.5,1,1.8848,1,1
2021,-1,0,2.1416,-1,1
2021,0,0,1.7393,-1,1
2021,-1,0,2.8299,1,0
2021,0,0,2.5456,-1,1
2021,1,1,1.3828,1,1
2021,-1,0,1.333,1,0
2021,0.5,0,1.8677,1,0
2021,1,1,1.3198,1,1
2021,0.5,1,0.9128,-1,0
2021,-0.5,0,2.0093,1,0
2021,-0.5,0,1.9999,1,0
2021,-1,0,1.6074,-1,1
2021,5,1,1.5589,1,1
2021,-0.5,0,1.8614,-1,1
2021,-1.5,0,0.7578,-1,1
2021,-1,0,2.1174,-1,1
2021,0,0,2.5731,1,0
2021,-1.5,0,2.8302,-1,1
2021,1,1,1.5241,1,1
2021,-0.5,1,2.1234,-1,0
2021,0,0,1.7379,-1,1
2021,1,1,2.3957,1,1
2021,1.5,1,1.5801,1,1
2021,1,1,2.0977,-1,0
2021,0,1,3.3105,1,1
2021,-0.5,0,1.2337,-1,1
2021,0.5,1,1.2778,-1,0
2021,-1.5,0,1.7325,-1,0
2021,-1.5,0,2.0342,1,1
2021,0.5,1,2.5445,-1,1
2021,-0.5,0,2.7484,1,1
2021,1,1,2.3722,-1,1
2021,0.5,1,1.7542,1,0
2021,1,1,1.3259,1,0
2021,-1.5,0,2.1267,-1,0
2021,0.5,1,2.3762,1,0
2021,0.5,0,2.8666,-1,0
2021,-1,0,1.1458,1,1
2021,0,0,2.4126,1,1
2021,1.5,1,1.1813,-1,1
2021,0,0,1.4497,-1,0
2021,0.5,1,1.4427,1,0
2021,0.5,1,3.0994,1,0
2021,-0.5,0,2.6704,-1,0
2021,0,1,1.2296,-1,1
2021,-0.5,0,1.8288,-1,0
2021,0,1,2.5826,1,0
2021,-1,0,1.0587,-1,0
2021,-0.5,0,0.7739,1,1
2021,0.5,1,1.3556,-1,1
2021,0,1,3.0434,1,0
2021,-1,0,2.8923,1,1
2021,0,0,2.4481,-1,0
2021,0.5,1,2.845,-1,1
2021,5,0,2.5783,-1,0
2021,-1.5,0,1.2081,-1,0
2021,-0.5,0,1.913,1,1
2021,-1.5,0,1.3183,1,1
2021,0,0,2.2386,1,1
2021,0,0,1.1589,-1,0
2021,1.5,1,1.6876,1,0
2021,-1,0,1.85,-1,0
2021,-5,0,1.3441,1,1
2021,1,1,2.3418,-1,1
2021,1.5,1,1.3628,-1,1
2021,-0.5,0,0.8041,-1,0
2021,-0.5,0,1.269,-1,1
2021,-0.5,1,2.5411,1,1
2021,-1.5,0,2.2089,1,0
