,rt,response,subj_idx,condition,stim
0,1.28849662413,0.0,2013,-1,0.0
1,1.03149662413,0.0,2013,-1,0.0
2,0.887496624134,0.0,2013,-1,35.0
3,1.02749662413,0.0,2013,-1,35.0
4,1.26449662413,0.0,2013,-1,35.0
5,1.21149662413,0.0,2013,-1,35.0
6,0.977496624134,0.0,2013,-1,35.0
7,0.925496624134,0.0,2013,-1,35.0
8,2.17649662413,0.0,2013,-1,40.0
9,0.852496624134,0.0,2013,-1,40.0
10,1.35049662413,0.0,2013,-1,40.0
11,1.40149662413,0.0,2013,-1,40.0
12,1.32549662413,0.0,2013,-1,40.0
13,1.08149662413,0.0,2013,-1,40.0
14,2.10349662413,0.0,2013,-1,40.0
15,1.19349662413,0.0,2013,-1,40.0
16,1.02949662413,0.0,2013,-1,40.0
17,2.42749662413,0.0,2013,-1,40.0
18,0.927496624134,0.0,2013,-1,45.0
19,2.15149662414,1.0,2013,-1,45.0
20,1.99349662413,0.0,2013,-1,45.0
21,1.87549662414,1.0,2013,-1,45.0
22,3.19749662413,0.0,2013,-1,45.0
23,4.77749662414,0.0,2013,-1,45.0
24,2.14849662413,0.0,2013,-1,45.0
25,5.97249662414,1.0,2013,-1,45.0
26,3.78249662414,0.0,2013,-1,45.0
27,1.27249662414,1.0,2013,-1,45.0
28,2.10549662413,0.0,2013,-1,45.0
29,1.27349662413,0.0,2013,-1,45.0
30,2.68149662413,0.0,2013,-1,45.0
31,2.85849662413,0.0,2013,-1,45.0
32,2.46349662413,0.0,2013,-1,50.0
33,1.61649662414,1.0,2013,-1,50.0
34,2.11449662413,0.0,2013,-1,50.0
35,1.07949662414,1.0,2013,-1,50.0
36,3.70849662414,0.0,2013,-1,50.0
37,1.33149662414,1.0,2013,-1,50.0
38,1.57249662414,1.0,2013,-1,50.0
39,1.04149662414,1.0,2013,-1,50.0
40,2.27349662413,0.0,2013,-1,50.0
41,2.18949662414,1.0,2013,-1,50.0
42,1.32149662414,1.0,2013,-1,50.0
43,1.52849662414,1.0,2013,-1,50.0
44,1.10649662413,0.0,2013,-1,50.0
45,2.89949662413,0.0,2013,-1,50.0
46,1.10049662414,1.0,2013,-1,50.0
47,1.39249662413,0.0,2013,-1,50.0
48,3.25849662414,1.0,2013,-1,55.0
49,1.58449662414,1.0,2013,-1,55.0
50,1.01749662414,1.0,2013,-1,55.0
51,1.26349662413,0.0,2013,-1,55.0
52,1.53949662414,1.0,2013,-1,55.0
53,1.18449662414,1.0,2013,-1,55.0
54,0.925496624138,1.0,2013,-1,55.0
55,1.75549662414,1.0,2013,-1,55.0
56,1.87549662414,1.0,2013,-1,55.0
57,1.72549662414,1.0,2013,-1,55.0
58,1.85849662414,1.0,2013,-1,55.0
59,1.38549662413,0.0,2013,-1,55.0
60,1.04549662414,1.0,2013,-1,55.0
61,2.27249662414,1.0,2013,-1,55.0
62,1.24049662414,1.0,2013,-1,60.0
63,0.840496624138,1.0,2013,-1,60.0
64,1.28549662414,1.0,2013,-1,60.0
65,0.806496624138,1.0,2013,-1,60.0
66,1.14349662414,1.0,2013,-1,60.0
67,2.13749662414,1.0,2013,-1,60.0
68,0.973496624138,1.0,2013,-1,60.0
69,2.23949662414,1.0,2013,-1,60.0
70,1.14249662414,1.0,2013,-1,60.0
71,1.75549662414,1.0,2013,-1,60.0
72,2.29249662414,1.0,2013,-1,65.0
73,1.57049662414,1.0,2013,-1,65.0
74,1.09549662414,1.0,2013,-1,65.0
75,2.52349662414,1.0,2013,-1,65.0
76,1.69849662414,1.0,2013,-1,65.0
77,1.10149662414,1.0,2013,-1,65.0
78,0.756496624138,1.0,2013,-1,100.0
