,rt,response,subj_idx,condition,stim
0,1.08449662413,0.0,2013,-1,0.0
1,1.20949662413,0.0,2013,-1,0.0
2,0.933496624134,0.0,2013,-1,35.0
3,1.08749662413,0.0,2013,-1,35.0
4,0.842496624134,0.0,2013,-1,35.0
5,1.06649662413,0.0,2013,-1,35.0
6,0.921496624134,0.0,2013,-1,35.0
7,1.00449662413,0.0,2013,-1,35.0
8,2.21049662413,0.0,2013,-1,40.0
9,1.71449662414,1.0,2013,-1,40.0
10,1.50849662413,0.0,2013,-1,40.0
11,1.23949662413,0.0,2013,-1,40.0
12,0.902496624134,0.0,2013,-1,40.0
13,4.21849662414,0.0,2013,-1,40.0
14,1.24249662413,0.0,2013,-1,40.0
15,1.25049662413,0.0,2013,-1,40.0
16,1.58949662413,0.0,2013,-1,40.0
17,1.86149662413,0.0,2013,-1,40.0
18,1.67749662414,1.0,2013,-1,45.0
19,1.58849662413,0.0,2013,-1,45.0
20,2.32049662413,0.0,2013,-1,45.0
21,1.11549662413,0.0,2013,-1,45.0
22,2.63649662413,0.0,2013,-1,45.0
23,2.27949662414,1.0,2013,-1,45.0
24,1.45749662414,1.0,2013,-1,45.0
25,1.76549662413,0.0,2013,-1,45.0
26,2.83049662413,0.0,2013,-1,45.0
27,1.89349662413,0.0,2013,-1,45.0
28,1.67649662413,0.0,2013,-1,45.0
29,6.53849662414,1.0,2013,-1,45.0
30,2.68049662414,1.0,2013,-1,45.0
31,1.24149662413,0.0,2013,-1,45.0
32,1.84649662413,0.0,2013,-1,50.0
33,1.28549662413,0.0,2013,-1,50.0
34,0.860496624138,1.0,2013,-1,50.0
35,1.44749662413,0.0,2013,-1,50.0
36,3.98549662414,1.0,2013,-1,50.0
37,5.52549662414,0.0,2013,-1,50.0
38,3.99149662414,0.0,2013,-1,50.0
39,1.31349662414,1.0,2013,-1,50.0
40,2.11049662414,1.0,2013,-1,50.0
41,1.05349662414,1.0,2013,-1,50.0
42,2.76649662413,0.0,2013,-1,50.0
43,1.81349662414,1.0,2013,-1,50.0
44,0.967496624138,1.0,2013,-1,50.0
45,2.11449662413,0.0,2013,-1,50.0
46,3.00649662414,1.0,2013,-1,50.0
47,1.72449662413,0.0,2013,-1,50.0
48,1.37049662414,1.0,2013,-1,55.0
49,1.43349662414,1.0,2013,-1,55.0
50,1.78249662414,1.0,2013,-1,55.0
51,2.69549662414,1.0,2013,-1,55.0
52,1.47949662414,1.0,2013,-1,55.0
53,1.57949662414,1.0,2013,-1,55.0
54,2.05149662414,1.0,2013,-1,55.0
55,1.71149662414,1.0,2013,-1,55.0
56,1.37349662414,1.0,2013,-1,55.0
57,4.03749662414,1.0,2013,-1,55.0
58,0.772496624138,1.0,2013,-1,55.0
59,2.11949662414,1.0,2013,-1,55.0
60,1.34149662414,1.0,2013,-1,55.0
61,0.958496624138,1.0,2013,-1,55.0
62,0.928496624138,1.0,2013,-1,60.0
63,1.40549662414,1.0,2013,-1,60.0
64,1.24849662414,1.0,2013,-1,60.0
65,1.33349662414,1.0,2013,-1,60.0
66,0.941496624138,1.0,2013,-1,60.0
67,1.14649662414,1.0,2013,-1,60.0
68,1.31049662414,1.0,2013,-1,60.0
69,1.04749662414,1.0,2013,-1,60.0
70,1.76249662414,1.0,2013,-1,60.0
71,1.63349662414,1.0,2013,-1,60.0
72,1.40749662414,1.0,2013,-1,65.0
73,0.937496624138,1.0,2013,-1,65.0
74,1.22349662414,1.0,2013,-1,65.0
75,2.04949662414,1.0,2013,-1,65.0
76,1.34749662414,1.0,2013,-1,65.0
77,1.04349662414,1.0,2013,-1,65.0
78,1.04849662414,1.0,2013,-1,100.0
79,1.45949662414,1.0,2013,-1,100.0
80,1.09849662413,0.0,2013,1,0.0
81,0.990496624134,0.0,2013,1,0.0
82,1.13549662413,0.0,2013,1,35.0
83,0.854496624134,0.0,2013,1,35.0
84,1.15049662413,0.0,2013,1,35.0
85,1.69049662413,0.0,2013,1,35.0
86,1.05549662413,0.0,2013,1,35.0
87,1.17349662413,0.0,2013,1,35.0
88,1.94449662414,1.0,2013,1,40.0
89,0.934496624134,0.0,2013,1,40.0
90,1.18149662413,0.0,2013,1,40.0
91,1.05649662413,0.0,2013,1,40.0
92,1.88049662413,0.0,2013,1,40.0
93,1.46049662413,0.0,2013,1,40.0
94,2.06249662413,0.0,2013,1,40.0
95,1.37449662413,0.0,2013,1,40.0
96,1.75349662413,0.0,2013,1,40.0
97,1.28149662414,1.0,2013,1,40.0
98,2.37649662413,0.0,2013,1,45.0
99,2.93449662414,1.0,2013,1,45.0
100,3.53849662413,0.0,2013,1,45.0
101,1.80749662413,0.0,2013,1,45.0
102,1.34949662413,0.0,2013,1,45.0
103,2.20649662413,0.0,2013,1,45.0
104,3.01449662414,1.0,2013,1,45.0
105,1.70149662414,1.0,2013,1,45.0
106,2.15749662413,0.0,2013,1,45.0
107,0.952496624134,0.0,2013,1,45.0
108,1.63449662413,0.0,2013,1,45.0
109,4.01349662414,0.0,2013,1,45.0
110,2.75849662413,0.0,2013,1,45.0
111,1.30749662413,0.0,2013,1,45.0
112,3.65149662414,1.0,2013,1,50.0
113,0.973496624138,1.0,2013,1,50.0
114,2.31049662414,1.0,2013,1,50.0
115,0.986496624138,1.0,2013,1,50.0
116,1.23249662413,0.0,2013,1,50.0
117,2.89549662413,0.0,2013,1,50.0
118,2.24949662414,1.0,2013,1,50.0
119,1.58249662414,1.0,2013,1,50.0
120,1.29949662414,1.0,2013,1,50.0
121,1.23249662413,0.0,2013,1,50.0
122,5.14849662414,1.0,2013,1,50.0
123,4.05149662414,1.0,2013,1,50.0
124,1.54349662414,1.0,2013,1,50.0
125,1.73549662413,0.0,2013,1,50.0
126,1.49149662414,1.0,2013,1,50.0
127,1.36749662414,1.0,2013,1,50.0
128,2.79049662414,1.0,2013,1,55.0
129,3.82249662414,0.0,2013,1,55.0
130,1.25449662414,1.0,2013,1,55.0
131,0.944496624138,1.0,2013,1,55.0
132,0.916496624138,1.0,2013,1,55.0
133,1.17949662414,1.0,2013,1,55.0
134,2.09249662414,1.0,2013,1,55.0
135,2.62349662413,0.0,2013,1,55.0
136,2.38749662414,1.0,2013,1,55.0
137,1.49249662414,1.0,2013,1,55.0
138,0.925496624138,1.0,2013,1,55.0
139,1.13849662414,1.0,2013,1,55.0
140,1.60749662414,1.0,2013,1,55.0
141,1.27149662414,1.0,2013,1,55.0
142,0.943496624138,1.0,2013,1,60.0
143,0.880496624138,1.0,2013,1,60.0
144,0.935496624138,1.0,2013,1,60.0
145,1.50149662414,1.0,2013,1,60.0
146,1.18649662414,1.0,2013,1,60.0
147,1.05449662414,1.0,2013,1,60.0
148,1.10749662414,1.0,2013,1,60.0
149,1.14049662414,1.0,2013,1,60.0
150,1.04649662414,1.0,2013,1,60.0
151,1.24749662414,1.0,2013,1,60.0
152,1.06249662414,1.0,2013,1,65.0
153,1.00349662414,1.0,2013,1,65.0
154,0.909496624138,1.0,2013,1,65.0
155,1.01149662414,1.0,2013,1,65.0
156,0.860496624138,1.0,2013,1,65.0
157,1.26049662414,1.0,2013,1,65.0
158,1.14649662414,1.0,2013,1,100.0
159,1.03449662414,1.0,2013,1,100.0
0,0.98245841524,0.0,2015,-1,0.0
1,0.89945841524,0.0,2015,-1,0.0
2,0.94345841524,0.0,2015,-1,35.0
3,1.12945841524,0.0,2015,-1,35.0
4,1.06645841524,0.0,2015,-1,35.0
5,1.63445841524,0.0,2015,-1,35.0
6,0.95945841524,0.0,2015,-1,35.0
7,0.87045841524,0.0,2015,-1,35.0
8,2.65045841524,0.0,2015,-1,40.0
9,1.08045841524,0.0,2015,-1,40.0
10,1.72345841524,0.0,2015,-1,40.0
11,1.26945841524,0.0,2015,-1,40.0
12,1.53845841524,0.0,2015,-1,40.0
13,1.49345841524,0.0,2015,-1,40.0
14,1.59645841524,0.0,2015,-1,40.0
15,1.14945841524,0.0,2015,-1,40.0
16,1.06045841524,0.0,2015,-1,40.0
17,1.18545841524,0.0,2015,-1,40.0
18,1.76745841524,0.0,2015,-1,45.0
19,2.00045841524,0.0,2015,-1,45.0
20,1.29745841524,0.0,2015,-1,45.0
21,1.25845841524,0.0,2015,-1,45.0
22,1.26145841524,0.0,2015,-1,45.0
23,0.99145841524,0.0,2015,-1,45.0
24,1.47645841524,0.0,2015,-1,45.0
25,1.26445841524,1.0,2015,-1,45.0
26,1.10445841524,0.0,2015,-1,45.0
27,1.35745841524,1.0,2015,-1,45.0
28,1.30345841524,1.0,2015,-1,45.0
29,1.96445841524,1.0,2015,-1,45.0
30,3.20645841524,1.0,2015,-1,45.0
31,0.950458415244,1.0,2015,-1,45.0
32,1.49045841524,1.0,2015,-1,50.0
33,1.92445841524,1.0,2015,-1,50.0
34,3.49145841524,1.0,2015,-1,50.0
35,2.87545841524,0.0,2015,-1,50.0
36,2.11645841524,1.0,2015,-1,50.0
37,2.89645841524,1.0,2015,-1,50.0
38,3.88745841524,0.0,2015,-1,50.0
39,0.852458415244,1.0,2015,-1,50.0
40,2.25145841524,0.0,2015,-1,50.0
41,1.11345841524,1.0,2015,-1,50.0
42,1.77745841524,1.0,2015,-1,50.0
43,1.63945841524,0.0,2015,-1,50.0
44,1.18945841524,1.0,2015,-1,50.0
45,3.39345841524,1.0,2015,-1,50.0
46,2.10545841524,1.0,2015,-1,50.0
47,2.77145841524,1.0,2015,-1,50.0
48,3.05645841524,1.0,2015,-1,55.0
49,1.67645841524,1.0,2015,-1,55.0
50,0.764458415244,1.0,2015,-1,55.0
51,1.16745841524,1.0,2015,-1,55.0
52,1.08045841524,1.0,2015,-1,55.0
53,1.28345841524,1.0,2015,-1,55.0
54,0.946458415244,1.0,2015,-1,55.0
55,1.11045841524,1.0,2015,-1,55.0
56,1.09645841524,1.0,2015,-1,55.0
57,1.51945841524,1.0,2015,-1,55.0
58,3.13845841524,1.0,2015,-1,55.0
59,1.11045841524,1.0,2015,-1,55.0
60,1.28945841524,1.0,2015,-1,55.0
61,1.14645841524,1.0,2015,-1,55.0
62,1.09845841524,1.0,2015,-1,60.0
63,1.02345841524,1.0,2015,-1,60.0
64,1.18845841524,1.0,2015,-1,60.0
65,1.16245841524,1.0,2015,-1,60.0
66,0.984458415244,1.0,2015,-1,60.0
67,1.08745841524,1.0,2015,-1,60.0
68,0.946458415244,1.0,2015,-1,60.0
69,0.985458415244,1.0,2015,-1,60.0
