,rt,response,subj_idx,condition,stim
0,1.06949662413,0.0,2013,-1,0.0
1,1.33449662413,0.0,2013,-1,0.0
2,0.925496624134,0.0,2013,-1,35.0
3,1.09649662413,0.0,2013,-1,35.0
4,0.896496624134,0.0,2013,-1,35.0
5,1.46649662413,0.0,2013,-1,35.0
6,1.00749662413,0.0,2013,-1,35.0
7,1.72849662413,0.0,2013,-1,35.0
8,1.05749662413,0.0,2013,-1,40.0
9,1.38849662413,0.0,2013,-1,40.0
10,1.36549662413,0.0,2013,-1,40.0
11,1.98149662413,0.0,2013,-1,40.0
12,2.29649662413,0.0,2013,-1,40.0
13,1.42949662413,0.0,2013,-1,40.0
14,1.19749662413,0.0,2013,-1,40.0
15,1.42149662413,0.0,2013,-1,40.0
16,0.885496624134,0.0,2013,-1,40.0
17,2.06549662413,0.0,2013,-1,40.0
18,4.71849662414,0.0,2013,-1,45.0
19,3.35349662413,0.0,2013,-1,45.0
20,2.63049662413,0.0,2013,-1,45.0
21,0.992496624134,0.0,2013,-1,45.0
22,2.58749662414,1.0,2013,-1,45.0
23,0.813496624134,0.0,2013,-1,45.0
24,1.27249662413,0.0,2013,-1,45.0
25,2.46349662413,0.0,2013,-1,45.0
26,1.29549662413,0.0,2013,-1,45.0
27,1.99449662414,1.0,2013,-1,45.0
28,1.29549662414,1.0,2013,-1,45.0
29,3.57849662413,0.0,2013,-1,45.0
30,1.00949662414,1.0,2013,-1,45.0
31,1.47249662414,1.0,2013,-1,45.0
32,1.19149662414,1.0,2013,-1,50.0
33,1.64549662414,1.0,2013,-1,50.0
34,1.12649662414,1.0,2013,-1,50.0
35,3.23049662414,1.0,2013,-1,50.0
36,1.45349662414,1.0,2013,-1,50.0
37,4.09849662414,0.0,2013,-1,50.0
38,2.34749662414,1.0,2013,-1,50.0
39,1.43749662414,1.0,2013,-1,50.0
40,0.963496624134,0.0,2013,-1,50.0
41,2.84349662414,1.0,2013,-1,50.0
42,1.16449662414,1.0,2013,-1,50.0
43,1.99849662413,0.0,2013,-1,50.0
44,1.21449662413,0.0,2013,-1,50.0
45,0.910496624138,1.0,2013,-1,50.0
46,2.99549662414,1.0,2013,-1,50.0
47,1.57549662414,1.0,2013,-1,50.0
48,1.21049662414,1.0,2013,-1,55.0
49,2.49949662414,1.0,2013,-1,55.0
50,0.792496624138,1.0,2013,-1,55.0
51,2.27649662414,1.0,2013,-1,55.0
52,2.13249662414,1.0,2013,-1,55.0
53,1.55349662414,1.0,2013,-1,55.0
54,1.11949662414,1.0,2013,-1,55.0
55,2.51449662414,1.0,2013,-1,55.0
56,3.51149662413,0.0,2013,-1,55.0
57,1.05449662414,1.0,2013,-1,55.0
58,0.959496624134,0.0,2013,-1,55.0
59,2.87649662414,1.0,2013,-1,55.0
60,0.982496624138,1.0,2013,-1,55.0
61,1.45649662414,1.0,2013,-1,55.0
62,1.56449662414,1.0,2013,-1,60.0
63,1.15249662414,1.0,2013,-1,60.0
64,1.08649662414,1.0,2013,-1,60.0
65,2.08749662414,1.0,2013,-1,60.0
66,1.13849662414,1.0,2013,-1,60.0
67,1.36649662414,1.0,2013,-1,60.0
68,2.35449662414,1.0,2013,-1,60.0
69,0.833496624138,1.0,2013,-1,60.0
70,1.05549662414,1.0,2013,-1,60.0
71,0.883496624138,1.0,2013,-1,60.0
72,1.31249662414,1.0,2013,-1,65.0
73,1.09049662414,1.0,2013,-1,65.0
74,1.57049662414,1.0,2013,-1,65.0
75,1.43449662414,1.0,2013,-1,65.0
76,1.57349662414,1.0,2013,-1,65.0
77,2.00049662414,1.0,2013,-1,65.0
78,1.01249662414,1.0,2013,-1,100.0
79,1.01449662414,1.0,2013,-1,100.0
80,1.24349662413,0.0,2013,1,0.0
81,0.775496624134,0.0,2013,1,0.0
82,1.43049662413,0.0,2013,1,35.0
83,0.811496624134,0.0,2013,1,35.0
84,1.43549662413,0.0,2013,1,35.0
85,1.27449662413,0.0,2013,1,35.0
