,mean,std,2.5q,25q,50q,75q,97.5q,mc err
v_stim_subj.2027,0.81828180284796714,0.078535549934477561,0.66760510445760479,0.76558361836015765,0.81705572118621039,0.87005475489265194,0.9749026742405007,0.0010072095617010819
v_stim_subj.2028,0.71046242359012546,0.065110446757924656,0.58456615653824417,0.66658432928600564,0.70889734204585142,0.7542620688848477,0.84071336894236892,0.00063762470977077551
v_stim_subj.2029,0.73301181295660733,0.069826035553093788,0.59670253691139796,0.68622572702169182,0.73379410772359233,0.77889118790840728,0.87294825143525046,0.00080793654897619478
v_stim_subj.2030,0.62707491725030584,0.060838397549438504,0.50934086849834426,0.58633137753645748,0.62696689046268639,0.66807326994507488,0.74646821183945666,0.00068443348503571062
v_stim_subj.2031,0.85475580140102014,0.078997741321929688,0.70343797082087645,0.80138458592727368,0.8538584311687859,0.90772210446531232,1.0133311463744707,0.00086232462662982922
v_stim_subj.2032,0.84273996777304794,0.07074429342703821,0.7056230803282354,0.79523811449674808,0.84242601425191233,0.88942392773446399,0.98560320426998826,0.00078770829981649327
v_stim_subj.2033,0.8937942265343447,0.087522395068097947,0.72240673257673116,0.83612025012265323,0.89268640860639348,0.95289697153190722,1.0658892509545896,0.00087930586706229765
v_stim_subj.2034,0.38400058768127432,0.051874517077424659,0.28273154934782735,0.34931636798582305,0.38387133479753416,0.41914539173258186,0.48745241172117071,0.00056250277562899201
v_stim_subj.2035,0.46478195473401046,0.058221202790526325,0.35016747979126694,0.42594104378938891,0.46558586161722049,0.50389753981327501,0.57725345233424963,0.00058041132657455307
v_stim_subj.2036,0.94800699286594192,0.079050849792927078,0.79564787547111249,0.89457591452963503,0.94710147230952879,1.0000857633246747,1.1059406730561003,0.00081781108377902614
v_stim_subj.2038,0.69770163923582484,0.069147171875810834,0.562039133556411,0.65028863428127015,0.69700319492213514,0.74493397790457105,0.83232679532224108,0.00066988034729493248
v_stim_subj.2039,0.73493339692423076,0.072211756507692293,0.59434930494281435,0.68554996584613737,0.73527381350412035,0.78454878529266714,0.87616693139542157,0.00076669113882722154
