2.352980037468044294e+00,4.783561360595794953e-01,6.170966198894425186e-02,6.862259651432095486e-01,1.610832696655101204e-03
2.384546074797683879e+00,5.471993419949823245e-01,6.184988449109742048e-02,6.482055184465591591e-01,1.158633149029622278e-01
2.360569638778629020e+00,4.966762608308951665e-01,6.174187290168742931e-02,6.663731259830322218e-01,2.562222524509624733e-02
2.270040136387450058e+00,6.045103898150057109e-01,6.170713366538657652e-02,7.181805286500672070e-01,1.068496764572646890e-01
2.307695755655646330e+00,5.783835777062253936e-01,6.137242982369139899e-02,6.642678342969167149e-01,9.419758678209884384e-02
2.338887455380682212e+00,5.676443827265715836e-01,6.155341028106286333e-02,7.559824262160323993e-01,1.304846581645309478e-01
2.413520322128471562e+00,5.440690198579063441e-01,6.119915604715612384e-02,7.345977095018254577e-01,1.453046584049291490e-01
2.369355931138914517e+00,4.985701073425464203e-01,6.110092024269782318e-02,6.714092988851462218e-01,1.449514391186677853e-01
2.299870634843254713e+00,6.023201217431571886e-01,6.118705723644028704e-02,7.545899478987253550e-01,1.482410811926350436e-01
2.302646884287924856e+00,4.773979660922005319e-01,6.119463289022419872e-02,6.673032755796936000e-01,7.644830103361711926e-02
2.256240046338945593e+00,5.014189286616433927e-01,6.086821155871190853e-02,7.196640391203700249e-01,1.348380125202415514e-01
2.325361922660689640e+00,5.543475026999133970e-01,6.036336299696514612e-02,6.814948266039601021e-01,1.791749075611404618e-01
2.347897784453591541e+00,5.435551442422484891e-01,6.025406389398205859e-02,7.044845849950174266e-01,9.014562069670561950e-02
2.395997716444535186e+00,5.726388107411283235e-01,6.025498608060773226e-02,6.796905613241928101e-01,1.286798164305777981e-01
2.324619153498191260e+00,5.492253031062099833e-01,5.997274575635180155e-02,7.221272780298340077e-01,7.091869330722494480e-02
2.271223489386631655e+00,4.375679733495157486e-01,6.004319539589818289e-02,6.880492308815916447e-01,1.807723388052717151e-01
2.362548540012867626e+00,4.746454717644533750e-01,6.027572166440288426e-02,7.451566251146867215e-01,9.524437516925131353e-03
2.209735187714102711e+00,5.837719685120179580e-01,6.005729532538454235e-02,6.403702122166482491e-01,7.660357390633321106e-02
2.354626000169385502e+00,4.814550752036128589e-01,6.026843915031603743e-02,6.382182249542408536e-01,1.087428518327758914e-01
2.321416887664093487e+00,5.719972318439853209e-01,6.071285183540577751e-02,6.699524597762995803e-01,7.457067473717149397e-02
2.273809826614895169e+00,6.022406319094472105e-01,6.146530385593807627e-02,6.553981352340215727e-01,1.294414447801135459e-01
2.276460501713238660e+00,6.053620480056979281e-01,6.071828867665731572e-02,7.058324668875322061e-01,1.358242796639505257e-01
2.268393827441965716e+00,6.084404453024631065e-01,6.129893390016443594e-02,6.592095292773919590e-01,8.066060085714678307e-02
2.344373545176605234e+00,5.465178118775552152e-01,6.133776579943293894e-02,7.030301773800734511e-01,3.928066376353438888e-02
2.332310579179874832e+00,5.262975680758699148e-01,6.135741710795546144e-02,7.220285799922758763e-01,1.508142146592316435e-01
2.332797229225508140e+00,5.095895576017470674e-01,6.105385809160313731e-02,6.085932196107156633e-01,3.505672004609780568e-02
2.338602878395911855e+00,5.288305649302730282e-01,6.115560477581276355e-02,6.983357369656741920e-01,5.833893322141447957e-02
2.333679886446901275e+00,5.244093234445933449e-01,6.099370374991436305e-02,6.827408521651598949e-01,7.974999264561975776e-02
2.288726538363975660e+00,5.438068271700945422e-01,6.105922190713675840e-02,6.763440176678138238e-01,2.488039799326513535e-02
2.297790893405765367e+00,5.779108394116452274e-01,6.094263784178681476e-02,6.773792474821670462e-01,-3.551577669257988124e-02
2.363638212296519381e+00,5.761093766922731341e-01,6.039037614709288904e-02,7.080390745711347966e-01,-3.661441065520169846e-02
2.322788611999719421e+00,4.994957307095776455e-01,6.074448074118959234e-02,6.936890102576634964e-01,1.062164184432182745e-01
2.336821517661355596e+00,4.780424538626869557e-01,5.963265178086997464e-02,7.135434609411777096e-01,2.221610986516101005e-02
2.407483576694049887e+00,5.464822041966346244e-01,5.934727057957630419e-02,6.369992336992511550e-01,1.608948372918622693e-02
2.389230943368370053e+00,5.652624464773794433e-01,5.953677018075280436e-02,6.541119925115362888e-01,9.338930226305522386e-02
2.346725240773232191e+00,5.447097926254991229e-01,6.031640152639123481e-02,7.327036617287486786e-01,1.072223196839091480e-01
2.427958442411425111e+00,5.276821829373572470e-01,6.053145382164881738e-02,6.929424592236320679e-01,6.275163905045218204e-02
2.364378052950696585e+00,5.844943114547885843e-01,6.004438912671430234e-02,6.094492250745565665e-01,-4.735301804608155196e-02
2.289306837668323436e+00,6.223908111820307676e-01,5.902556461899813312e-02,6.931013520622043567e-01,2.009808919989982956e-01
2.218927392693258671e+00,5.802407405595676471e-01,5.842664127091579812e-02,6.578802164497873362e-01,8.565999818627569040e-02
2.258968212020318500e+00,6.359812602310446206e-01,5.790010309706399017e-02,6.724827512897041393e-01,1.629896122937187219e-01
2.427338497244165172e+00,5.045116594641589902e-01,5.730418590835088810e-02,6.864779177292724688e-01,-6.565534310450774069e-03
2.275827193070874443e+00,5.609177036731644028e-01,5.844931673613038697e-02,6.915014997219173232e-01,8.666576149564489406e-02
2.337503244201559305e+00,6.231472596496177019e-01,5.802930720584145025e-02,6.627879434604166953e-01,8.286243847303773058e-02
2.386604169553217414e+00,4.681250654588938742e-01,5.804501097977524809e-02,6.686734785089211153e-01,7.187436068789310184e-02
2.342432656674895419e+00,5.114809289036812423e-01,5.711758786014043549e-02,6.497353586696916761e-01,1.261571892919302607e-01
2.345712617354469121e+00,5.954919958388457113e-01,5.706365069055248374e-02,7.081674938151168996e-01,2.361965870133944656e-02
2.356532498407974963e+00,5.500564166666737087e-01,5.709059438627905880e-02,6.317166855287972282e-01,1.158225362743615927e-02
2.312506346545990521e+00,5.381243363678742675e-01,5.642558717039476007e-02,5.984647494919385080e-01,-1.270136862822138224e-02
2.352297389399911953e+00,5.361108776461035452e-01,5.588310866875367822e-02,6.727945074536878511e-01,1.405254585979665571e-01
2.259347601803851191e+00,6.380903540997799883e-01,5.551428931424053081e-02,6.811128495691818330e-01,3.376303566676330803e-02
2.315189187365033874e+00,6.035432130439613019e-01,5.455476283308941660e-02,7.227832600095274174e-01,7.380329983996974930e-02
2.368944250028397480e+00,5.559999674891591415e-01,5.444906754807948140e-02,6.969055639769025090e-01,1.726202055313400541e-01
2.344346351656275473e+00,5.502104012347972528e-01,5.525389792504802750e-02,7.232549175206678393e-01,1.327294877819604757e-01
2.312863581659802659e+00,5.600142970937512787e-01,5.470213586703617098e-02,6.595493138275652090e-01,4.632316096879986189e-02
2.352191164010084989e+00,5.083434789745299165e-01,5.427872992757804688e-02,7.135009893459366426e-01,9.029642910204202511e-02
2.349496712878615057e+00,5.578253530535558502e-01,5.427683668452722848e-02,6.541539325309490005e-01,1.614537774274522608e-01
2.312600782789692389e+00,5.539310875183921512e-01,5.436891108610761997e-02,7.017000100305906818e-01,3.138584705268720326e-02
2.304606876360036694e+00,5.910129186849465421e-01,5.515631070826623045e-02,6.723785447103168833e-01,1.240045038198592520e-01
2.343585738666285501e+00,5.401302730246025918e-01,5.593636600341085618e-02,7.515570526945919427e-01,7.628063768834787706e-02
2.408343346471586877e+00,6.026690480163220398e-01,5.432192636673337238e-02,7.009237499969276364e-01,3.746927484474968373e-02
2.347902821063334144e+00,5.225801211298702897e-01,5.449614368799256259e-02,7.842834698415938055e-01,1.075573365540572757e-01
2.307385217272946765e+00,5.314005275427684527e-01,5.387234448496065059e-02,6.376074245130364249e-01,8.464809258588677776e-02
2.326069217930712529e+00,5.783153979458284244e-01,5.406005158743047712e-02,7.120661410002870895e-01,1.930956732425360978e-02
2.328960492062759347e+00,5.912772241134782725e-01,5.537313493992065266e-02,6.846806728483930682e-01,1.230538460487776431e-01
2.289450761422304748e+00,5.295822094441742234e-01,5.490949857656131361e-02,6.802147572556951349e-01,9.082149694319861799e-02
2.296063905099987590e+00,6.116067430606080269e-01,5.496603151866451265e-02,6.883956266353630227e-01,7.626898639029547344e-02
2.372681842299828148e+00,5.341906517498371532e-01,5.432156926100651512e-02,6.561216594513838984e-01,5.322874617674293318e-02
2.422615035334437117e+00,4.949296255802402844e-01,5.388989825694247282e-02,6.349791669970021868e-01,5.389856135019149147e-02
2.409360431582355133e+00,5.336358384209001215e-01,5.382592132877550561e-02,5.982493960548497247e-01,5.734208610632728076e-02
2.305517067323551661e+00,4.988316091904908545e-01,5.440210171857188387e-02,6.761663457949349532e-01,1.079856411395343913e-01
2.454966606758757219e+00,5.637591462481069682e-01,5.404348496327382456e-02,6.610893482682513866e-01,4.398191886969855802e-02
2.303747382199142102e+00,6.177185176760136009e-01,5.317502620465307944e-02,7.093723984364727064e-01,4.791071883727428260e-02
2.275915856600398968e+00,5.791513612839368497e-01,4.982439588169520345e-02,6.937749844701234236e-01,5.032789152818658435e-02
2.262562640457894236e+00,6.260955203766173094e-01,5.069210388780855808e-02,6.517623589993744027e-01,1.077524925845628756e-01
2.406551714558507804e+00,6.090653868002712246e-01,5.111698438669660255e-02,6.700980846288068227e-01,3.334546002555474620e-02
2.329109501994697240e+00,5.402823682342247080e-01,5.020498465314516406e-02,7.263260437749221587e-01,6.657378228883401028e-02
2.335254646848685223e+00,5.744253012366219435e-01,4.978320341064202542e-02,6.644862667565134551e-01,6.831769637660531358e-02
2.329027827945561402e+00,5.812809683317214926e-01,4.929414261368916111e-02,7.253629798386596050e-01,1.298636608796482350e-01
2.353434451212464307e+00,4.552246464735460463e-01,5.042265306314531320e-02,7.020959742680067395e-01,6.626324489841967091e-02
2.332758759854964836e+00,6.081073516358159736e-01,4.915363886775061392e-02,7.038243130574736162e-01,1.546517838825590407e-01
2.345755403147737006e+00,5.300530340820700514e-01,4.799980216683408241e-02,6.476829347815501459e-01,1.816759961540880819e-01
2.353187264460058881e+00,5.211279877417926976e-01,4.829887695570110606e-02,7.192785395171045204e-01,1.768659630313368925e-01
2.340791900356293809e+00,5.832043112565229448e-01,4.714274852353615708e-02,6.976113954946687734e-01,8.783642862520139871e-02
2.305617107408310495e+00,5.478444912754056872e-01,4.678058415190921443e-02,7.166280666054324344e-01,7.946651811707533541e-03
2.383737610240973748e+00,4.920806307962373172e-01,4.687889399456310335e-02,6.913863251566886303e-01,7.081406816017812855e-02
2.340023587220257717e+00,5.467460638532960493e-01,4.823718948487092789e-02,7.419137136432284452e-01,3.732732335293762610e-02
2.376141661537461758e+00,4.988164559446626733e-01,4.781437472156208762e-02,6.232976208356265646e-01,-2.560235474955201151e-03
2.319520436388974982e+00,5.317353642770215050e-01,4.772369143675280617e-02,6.578416122413334177e-01,1.731359329502506483e-01
2.444452541692418546e+00,5.732322819212934961e-01,4.518499770770367102e-02,6.249399431585129783e-01,8.357071362556994787e-02
2.285102182736302279e+00,5.498530947250208634e-01,4.523203687523585231e-02,6.733758148315827086e-01,1.309772844880097709e-01
2.259719398188819284e+00,5.589528473868842218e-01,4.492417156427303687e-02,7.214136986759578374e-01,1.847674815927156655e-01
2.344201809361109667e+00,5.341009439669659464e-01,4.483166529339462775e-02,6.542704422528148323e-01,1.534273450726577614e-01
2.345724946061648275e+00,6.113692678350045595e-01,4.521156620919287300e-02,6.451570132020315596e-01,1.699233724588750799e-02
2.264837512802347241e+00,5.050384344728560126e-01,4.459402793390600250e-02,7.191747657487524981e-01,-6.884720928611884339e-02
2.384464709592756471e+00,5.298761781850600538e-01,4.475053477983371997e-02,6.723367063605747429e-01,1.490671280374852026e-01
2.374325600668597769e+00,6.362054517337661919e-01,4.413503246903396210e-02,7.783420125982298821e-01,7.302575633854388459e-02
2.280321019768558166e+00,5.659313378958802376e-01,4.472702898820139772e-02,6.589783256288503921e-01,5.204015352431645702e-02
2.344476475721469555e+00,4.725201751462393962e-01,4.563266870846292844e-02,6.684528072300108814e-01,2.672601353897052778e-02
2.511750066151789085e+00,5.167064694807358416e-01,4.668276447832034326e-02,7.594793957755290315e-01,6.979577684093907219e-02
