2.370635309047149697e+00,4.808600720849542376e-01,6.634472738765012645e-02,1.332878834402270729e-01,6.345569435901595723e-01,8.448186928113900207e-02
2.422135767717627175e+00,5.119276031402328897e-01,6.670123462598978592e-02,6.714273885666217911e-02,6.457725322337209972e-01,1.323883625799665009e-01
2.367625189108403916e+00,5.542838136528146498e-01,6.623550380061202225e-02,4.245137069279177056e-02,6.766546015367328470e-01,6.016941112783075196e-02
2.357164806492344944e+00,5.668867027441605311e-01,6.628100606040777942e-02,9.322433217642922543e-02,6.602442589067323286e-01,1.503566587872060822e-01
2.371423304861688841e+00,5.091175163037405804e-01,6.730359194775904774e-02,1.270292568670290112e-01,7.321751564312403149e-01,5.267347708954810137e-02
2.438099591020821411e+00,6.612579815406852690e-01,6.759507178280059481e-02,1.518756185854146512e-01,6.849470848806247236e-01,9.389978274217580800e-02
2.409042452729841965e+00,5.406352429624876610e-01,6.790629231008420141e-02,1.400376964112543532e-01,7.547423514960962532e-01,4.210423462033986014e-02
2.408953673180075139e+00,5.647411920619238579e-01,6.714697203087792443e-02,1.045328505939874530e-01,7.191243793133280660e-01,1.727594806162719987e-01
2.407600005337272808e+00,5.531258601887887316e-01,6.707292517283046374e-02,1.854412144843091137e-01,7.019680666773507882e-01,1.145775583702196843e-01
2.403617403808250064e+00,6.159923018931737770e-01,6.637040851403550046e-02,4.422507347395240873e-02,7.369559979336397504e-01,2.037421889934318275e-03
2.377464213346131672e+00,5.126292524843933940e-01,6.512634165544417542e-02,1.241037028722761920e-01,6.546911563018034119e-01,8.973097950301774095e-02
2.378189757465962284e+00,5.466068981544063288e-01,6.523497578330264557e-02,1.130490865649721732e-01,7.534176440641029426e-01,3.148967312544020958e-03
2.348296357481990615e+00,5.034564461504296151e-01,6.559454922274393640e-02,1.117619202926281585e-01,7.047718760299838126e-01,1.023519794793755211e-01
2.391457061740708046e+00,5.135582365390911619e-01,6.520265170408720556e-02,1.001639240021697380e-01,7.036906163669807146e-01,9.714177060529287366e-02
2.359038274117493561e+00,5.635241940432195173e-01,6.551906699637652376e-02,9.299635999183089585e-02,7.079530918146923479e-01,5.992260484136566201e-02
2.378372787441216829e+00,4.996898079579358276e-01,6.587179937480129588e-02,5.796225414032261936e-02,7.170116969768138837e-01,9.690141964044388101e-02
2.373692135554255067e+00,5.489117515603331166e-01,6.566533357589511566e-02,1.198841752558909707e-01,7.482959724767359599e-01,9.700478323875980080e-02
2.330821858786715328e+00,5.561358985340052463e-01,6.525390872927509800e-02,1.188818232604321734e-01,6.665299965669410076e-01,3.742871201683130311e-02
2.401811477356599944e+00,5.317604645751609072e-01,6.518382951078749432e-02,1.266641541277999938e-01,7.492924777928662294e-01,8.295604637490336386e-03
2.391191058127276392e+00,5.305108557519331303e-01,6.627007472431051260e-02,1.481602720462538159e-01,7.083476660296418315e-01,-1.264170440915629579e-02
2.403277158839346228e+00,5.041934111595678392e-01,6.677424378883363432e-02,1.466537822113251621e-01,7.120844715431486893e-01,1.107819460766439890e-01
2.395329843911279344e+00,4.319232801216514872e-01,6.703183925517797181e-02,1.284158917638964781e-01,7.817841020279506781e-01,2.918913499482811424e-02
2.409217491218039964e+00,5.310230398138012786e-01,6.770324790269112436e-02,1.062916779772381803e-01,7.442958112045849894e-01,1.438124661364215129e-01
2.361358190266228174e+00,5.080430785614535871e-01,6.663455852722910411e-02,1.740047799694209862e-01,7.120418051472472420e-01,1.195302696313914337e-01
2.425334819615507342e+00,5.375823889706661252e-01,6.667504907743977693e-02,8.877047669408516528e-02,7.123997953506707725e-01,9.610260008783376440e-02
2.319002944734798621e+00,4.799061201345780070e-01,6.755972827468129105e-02,1.668697636195508316e-01,7.141061262773265028e-01,7.446991704421132563e-02
2.325436619305293551e+00,5.599461506061245153e-01,6.805687368288974859e-02,1.746819981750807049e-01,7.827813361067078590e-01,8.553952764036025502e-02
2.384570879131917120e+00,4.799921542073409819e-01,6.955019645710597276e-02,1.474721837034822236e-01,6.172444651436528318e-01,9.135389078300520938e-02
2.394716186991952878e+00,4.702961996175423209e-01,7.010607504229805775e-02,1.801633485292754022e-01,7.496289043767627724e-01,2.095087362201987491e-02
2.383199409449226813e+00,6.785982162183160638e-01,7.116062959137245403e-02,8.312404649172849824e-02,7.191876481256560538e-01,1.902261670167811752e-02
2.346976599413387099e+00,6.361791273059356211e-01,7.198250183180032735e-02,1.322593490599028310e-01,6.762436883155515943e-01,1.506097381559405313e-01
2.299385869871143573e+00,5.816270477255636173e-01,7.044814133993894389e-02,1.426151360740556817e-01,6.855013649587741176e-01,6.340364580584249843e-02
2.374094479533596758e+00,4.633899355467237524e-01,6.927236150070952003e-02,1.261970551683093411e-01,7.162758473143278071e-01,8.412231686268553665e-02
2.409509642315116995e+00,4.855311544124442102e-01,6.890508232334921490e-02,1.878632605776869857e-01,7.282468897665118623e-01,1.210227675648146706e-01
2.324995102480222897e+00,4.927434101234183794e-01,6.906979121948976508e-02,1.368067743254761381e-01,7.065211004704670117e-01,7.778175725333158486e-02
2.357657794572877386e+00,5.855466050626821906e-01,6.834208218984562377e-02,7.038694846874704591e-02,6.978650289984211774e-01,6.832240938596492730e-02
2.321869954492444599e+00,5.446297923130858365e-01,6.827807329128711411e-02,1.581758813543396036e-01,6.986228900352243754e-01,1.132957294532939974e-01
2.342760215529826606e+00,5.346646158755524736e-01,6.717145857324564873e-02,9.116316389736718595e-02,6.909212829030454417e-01,1.052834432272069520e-01
2.366461883663841359e+00,5.358365404792981845e-01,6.751599833682341012e-02,1.845210213574346447e-01,7.364120211601088428e-01,1.708908361714573942e-01
2.386380637924142345e+00,5.008253270037656968e-01,6.817240936060869894e-02,7.886567050752454899e-02,6.945832303067185354e-01,1.767468881651565737e-01
2.330868300857960040e+00,5.535742770889422459e-01,6.753520301564792938e-02,6.249172115737781225e-02,6.963346217853392250e-01,7.687262812085468577e-02
2.311632733689163999e+00,5.871047174145644920e-01,6.761387623072577513e-02,1.110875277690170082e-01,6.984388641161958233e-01,3.442697691431863272e-02
2.416957988672518542e+00,5.151391398094403717e-01,6.879526962031039250e-02,1.697476336320758450e-01,7.198217441092222835e-01,1.346492321037535411e-01
2.450004828194969342e+00,5.241928779189357623e-01,6.912798880011825076e-02,1.696875675322074839e-01,7.043827948934132666e-01,7.699038619026278563e-02
2.444522472982440853e+00,5.275637709586911139e-01,7.163486528887362537e-02,8.969201054920705740e-02,7.102647724823205611e-01,-3.977561652805071402e-02
2.418670470623583757e+00,5.367519952048313003e-01,7.298124901664422570e-02,1.366771861655071141e-01,7.326094992416082308e-01,1.543963237774766406e-01
2.430678438397601226e+00,4.944250148872558759e-01,7.073974661074239334e-02,1.254648835133575224e-01,6.507182521453748203e-01,2.181713473260964153e-02
2.387138373193669061e+00,5.224295797507444439e-01,7.097723184918282302e-02,1.216016559948139841e-01,6.917226385342831740e-01,1.193135650503540646e-01
2.335233930134922975e+00,5.344222420860892386e-01,7.131217761855682125e-02,1.702397142201936830e-01,7.286546065129156924e-01,8.696264267638773027e-02
2.321211168094202915e+00,5.266841303904202798e-01,6.844273919384316618e-02,7.550654537896411833e-02,7.037367126807357876e-01,1.003669265244850339e-01
2.262145552957081751e+00,5.457026563157951760e-01,6.583430487294994471e-02,1.003689107175232409e-01,7.407802243262832098e-01,1.546116270892113342e-01
2.550279614083329260e+00,5.561290793821884737e-01,6.421805227211241363e-02,6.736257301543296938e-02,6.558495072115879676e-01,1.406262554838967616e-01
2.343198375730114247e+00,4.917255441799364135e-01,6.675674808340781308e-02,1.474122575710899719e-01,6.749813608722780023e-01,5.874582103376810305e-03
2.390370694581382516e+00,5.321690551474831388e-01,6.538714858452923662e-02,1.784757262845651504e-01,7.032691349018650451e-01,9.458721024659498544e-02
2.332386080566542397e+00,6.470706661041070173e-01,6.794532168401751226e-02,1.148064395188231057e-01,7.510410780584387824e-01,1.063133698411694028e-01
2.407582319030530549e+00,4.828402146506983739e-01,6.701679457549188090e-02,1.086027534188596100e-01,7.047504889071523060e-01,7.286918156985705552e-03
2.477851088085232245e+00,4.935813939147185025e-01,6.723721096837935451e-02,1.399285951237743963e-01,7.425387121111767241e-01,2.214736467276540860e-02
2.447977337796921837e+00,5.160249623766255400e-01,6.833037536914161880e-02,5.632807164886362294e-02,7.360004548127681012e-01,1.075575657498592658e-01
2.335147631616485420e+00,5.259836751662331222e-01,6.780795420168034271e-02,5.249702138718028571e-02,6.993948038332010730e-01,6.849885054632839920e-02
2.400404412735928084e+00,5.915916297954707526e-01,6.662519365462744869e-02,6.664293504251778133e-02,6.560959549869789242e-01,7.592223201674076771e-02
2.424880240176572777e+00,5.028275095792583693e-01,6.760801598264175316e-02,1.149492461022372375e-01,6.744510807143674347e-01,-2.696174389813722760e-02
2.404029886055730536e+00,5.363512370549664565e-01,6.750189558043728777e-02,1.354816318538730469e-01,7.370395442943059594e-01,9.727550640296966922e-02
2.440938041618823107e+00,5.417753784756909052e-01,6.715217218784767794e-02,1.439752236718372935e-01,6.938297951027934118e-01,5.326710686482367951e-02
2.374352149473309304e+00,5.532705234832397956e-01,6.936073228903832932e-02,1.034246003391328939e-01,6.986438124438046904e-01,5.864184801328097690e-02
2.369369113542633798e+00,5.252440598702796670e-01,6.834080958250696169e-02,1.393383503240576138e-01,5.914596068413152663e-01,3.832665316227068519e-02
2.274193254821224031e+00,5.090185782808199777e-01,6.682905924492807404e-02,4.888766020084815700e-02,7.056210736422620089e-01,6.228600727503104395e-02
2.288738393332479859e+00,5.994791665965190086e-01,6.561322562074005382e-02,1.369794178455152611e-01,6.434999246506574178e-01,1.339893439839995315e-01
2.455924117617819480e+00,5.862005226328413920e-01,6.483587049530550872e-02,4.901343259588410856e-02,7.311134637245020329e-01,1.495026505848230380e-01
2.259923283426758189e+00,5.554948893776149310e-01,6.674997587629354079e-02,1.409725316067619583e-01,6.574072435954356752e-01,1.183866369262517038e-01
2.448120775577139252e+00,5.918841502226782625e-01,6.818475662499379197e-02,1.532318410410784537e-01,7.209947393383369096e-01,6.515909240046714734e-02
2.432179945934204834e+00,5.338263234783708899e-01,6.749888386068875201e-02,1.442016118849612782e-01,7.009891254318275644e-01,8.507006007809793380e-02
2.428445373403951280e+00,5.712363168015525128e-01,6.754892663875605718e-02,1.201680841017801066e-01,7.297127204788560473e-01,1.843250742720707880e-01
2.335426853120518231e+00,5.384942549526769984e-01,6.690625316903846265e-02,1.389559316045528292e-01,7.016064480609409681e-01,4.748626049561689710e-02
2.451267502286048394e+00,5.287427934267997509e-01,6.714940084819860655e-02,1.211418437966102768e-01,6.532692292421192759e-01,1.391385899346724853e-01
2.408033555383704005e+00,6.025664674630334394e-01,6.859888317680441772e-02,9.064891091464137574e-02,7.356225274078705967e-01,-1.757614084456834980e-02
2.433523050500484342e+00,5.504102241742120372e-01,6.969170064448076962e-02,1.292081222487439784e-01,7.268974317250620487e-01,2.582561100650549585e-02
2.417519322566677786e+00,5.205626474201807685e-01,6.769839167337844688e-02,1.937127350978550822e-01,7.754730394211640787e-01,1.051598640597095069e-01
2.384922601939698961e+00,5.132576202661213172e-01,6.931951508724820687e-02,6.233081595862138141e-02,7.235211975160189546e-01,9.110932187396671156e-02
2.369822251976119620e+00,5.051362138108438371e-01,6.937977138876486038e-02,1.069536164393152522e-01,7.032435172038907778e-01,1.401457271991026765e-01
2.397344936025500584e+00,6.092929632105128501e-01,6.989996435981889189e-02,5.293295282600890550e-03,7.265286303704296955e-01,8.263276972625992201e-02
2.395905565393060765e+00,5.845367179961233894e-01,6.857617058608612981e-02,1.141549399134127174e-02,6.499505803208374122e-01,2.504169279534510656e-02
2.331291878057297762e+00,5.952796081322073718e-01,6.703727376013955686e-02,1.288735324179161312e-01,7.254033892131599437e-01,1.700047686170147454e-01
2.348892791708385275e+00,5.577210777647576556e-01,6.755881849272496464e-02,1.224523338862313626e-01,6.887785044375219767e-01,1.357460350542304406e-01
2.410042990242045491e+00,6.044670608412407997e-01,6.905160176025448848e-02,1.214815850701916056e-01,7.428461893310278619e-01,2.022141075796093923e-02
2.426825304058768840e+00,5.239796890819313768e-01,7.035273390837321061e-02,1.406663848671796391e-01,6.773636374397582482e-01,8.134705389479464366e-02
2.333303211952602485e+00,4.949868649319620340e-01,6.956049366985621318e-02,1.260183803973258243e-01,6.850720967054021449e-01,1.204945896533262950e-01
2.414142002308444113e+00,6.378452610927787259e-01,7.054917996132085978e-02,1.527051814708384470e-01,6.926907743067749479e-01,9.658453468263018815e-02
2.376154900673295156e+00,5.069222471112589945e-01,6.997381182972464697e-02,7.292038822554172683e-02,6.926033310359261952e-01,2.865101319447923428e-02
2.483029413521531392e+00,5.497865280371829755e-01,6.935408954558702765e-02,1.865391203507662798e-01,6.728648425218899387e-01,9.811932180091520461e-02
2.307778877952296526e+00,5.263517941041698789e-01,6.803952248153921634e-02,6.844015751230939082e-02,7.120555629009955867e-01,6.461177584607474822e-02
2.484370447872031207e+00,5.210253072716101164e-01,6.885703190539420315e-02,1.087399804988956470e-01,6.923572682616861984e-01,3.981981009604225463e-02
2.400423420852916045e+00,4.790557785326724494e-01,6.876643666490415974e-02,1.436325733408929939e-01,6.848394184703472387e-01,1.695506528637226729e-01
2.306307714500946737e+00,4.714792245355999278e-01,7.026172367962715826e-02,1.449608009028483524e-01,6.648551378852352034e-01,5.576651948081910032e-02
2.394512227959456396e+00,5.545607523696505226e-01,6.923105458140403623e-02,1.130152020476212493e-01,6.585525485892002040e-01,4.926062504830583388e-02
2.385635593460184722e+00,5.819193575100636284e-01,6.836330366188110574e-02,1.386696348733502393e-01,6.759460223724573780e-01,9.217901036330605757e-03
2.317640418443720485e+00,5.651413110492068403e-01,7.059181374285303234e-02,1.167879303715970846e-01,7.361322212299197254e-01,6.328484514268037375e-02
2.399705113117510002e+00,5.641516689938421703e-01,7.012065400910535984e-02,8.917512961327699050e-02,6.881909980508152946e-01,3.566179114355342433e-02
2.434086016309369604e+00,5.625583585952769194e-01,6.858886254765107771e-02,1.374599794109547246e-01,6.694949652654639261e-01,1.961124035302261315e-01
2.382668820897674511e+00,5.464477387538654307e-01,6.829937802712447714e-02,9.523977614682548054e-02,6.781647402577936079e-01,1.816195160054285274e-01
2.424234108542146604e+00,5.276365484200892242e-01,6.882057392220911063e-02,1.550056594979926372e-01,7.367716328602166298e-01,1.113427864162845338e-01
2.349768387476259157e+00,5.559727420461189062e-01,6.969538283514080390e-02,9.741778133506516502e-02,7.256644775650761270e-01,1.155438476803708481e-01
2.325288256339764992e+00,5.572370333840828138e-01,6.877764283769426112e-02,1.210602746236459359e-01,7.366118660601705947e-01,3.319952284700636302e-02
2.352419801669662913e+00,5.240771865277186192e-01,6.988065806756878218e-02,7.929325444007620516e-02,6.600787462734221123e-01,9.794256463762124332e-02
2.367401300462298241e+00,4.876331860685442776e-01,6.976445215772636432e-02,1.289823411881082238e-01,6.848038162160078324e-01,1.241550331840433063e-01
2.340623243512043761e+00,5.092086282217518356e-01,7.043532852603885674e-02,1.788216427215338078e-01,7.072664387267444397e-01,4.650331914063504657e-02
